age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
43,services,married,primary,no,3,yes,no,unknown,5,may,186,2,-1,0,unknown,no
26,student,single,secondary,no,0,yes,no,unknown,5,may,610,2,-1,0,unknown,no
48,blue-collar,married,secondary,no,904,yes,no,unknown,5,may,128,2,-1,0,unknown,no
48,services,married,unknown,no,1705,yes,no,unknown,5,may,107,1,-1,0,unknown,no
45,technician,married,secondary,no,86,yes,no,unknown,5,may,270,1,-1,0,unknown,no
53,entrepreneur,married,unknown,no,19,yes,no,unknown,5,may,252,1,-1,0,unknown,no
35,retired,single,primary,no,434,no,no,unknown,5,may,138,1,-1,0,unknown,no
60,admin.,divorced,secondary,no,92,yes,no,unknown,5,may,130,1,-1,0,unknown,no
53,admin.,divorced,secondary,no,1151,yes,no,unknown,5,may,412,1,-1,0,unknown,no
54,services,married,secondary,no,214,yes,no,unknown,5,may,458,2,-1,0,unknown,no
31,services,married,tertiary,no,37,yes,no,unknown,5,may,313,1,-1,0,unknown,no
35,services,married,secondary,no,59,yes,no,unknown,5,may,1077,1,-1,0,unknown,no
58,retired,married,primary,no,235,yes,no,unknown,5,may,167,1,-1,0,unknown,no
34,blue-collar,single,secondary,no,53,yes,yes,unknown,5,may,346,1,-1,0,unknown,no
51,retired,married,secondary,no,2127,yes,no,unknown,5,may,172,1,-1,0,unknown,no
42,admin.,married,secondary,no,445,yes,no,unknown,5,may,67,1,-1,0,unknown,no
33,blue-collar,single,secondary,no,307,yes,no,unknown,5,may,309,2,-1,0,unknown,no
50,technician,divorced,tertiary,no,173,no,yes,unknown,5,may,98,1,-1,0,unknown,no
43,management,married,tertiary,no,400,yes,no,unknown,5,may,256,1,-1,0,unknown,no
50,services,married,secondary,no,5699,yes,no,unknown,5,may,381,2,-1,0,unknown,no
41,management,married,tertiary,no,176,yes,yes,unknown,5,may,42,1,-1,0,unknown,no
53,retired,married,secondary,no,330,yes,no,unknown,5,may,216,2,-1,0,unknown,no
47,unknown,married,unknown,no,28,no,no,unknown,5,may,338,2,-1,0,unknown,no
53,unemployed,married,unknown,no,13,no,no,unknown,5,may,410,3,-1,0,unknown,no
46,housemaid,married,primary,no,965,no,no,unknown,5,may,177,1,-1,0,unknown,no
28,blue-collar,married,primary,no,324,yes,no,unknown,5,may,175,1,-1,0,unknown,no
55,retired,married,secondary,no,0,no,yes,unknown,5,may,136,1,-1,0,unknown,no
48,blue-collar,married,primary,no,278,yes,no,unknown,5,may,125,2,-1,0,unknown,no
33,management,single,tertiary,no,34,yes,no,unknown,5,may,27,1,-1,0,unknown,no
47,blue-collar,married,primary,no,-12,yes,no,unknown,5,may,18,1,-1,0,unknown,no
55,blue-collar,married,primary,no,627,yes,no,unknown,5,may,247,1,-1,0,unknown,no
45,blue-collar,married,primary,no,25,yes,no,unknown,5,may,40,1,-1,0,unknown,no
53,admin.,divorced,secondary,no,315,yes,no,unknown,5,may,181,2,-1,0,unknown,no
44,admin.,divorced,secondary,no,66,yes,no,unknown,5,may,206,1,-1,0,unknown,no
43,entrepreneur,married,unknown,no,100,yes,no,unknown,5,may,702,1,-1,0,unknown,no
38,admin.,married,secondary,no,0,no,no,unknown,5,may,151,1,-1,0,unknown,no
49,management,married,tertiary,no,3237,yes,no,unknown,5,may,232,3,-1,0,unknown,no
34,services,single,secondary,no,0,yes,no,unknown,5,may,142,1,-1,0,unknown,no
33,technician,divorced,secondary,no,140,yes,no,unknown,5,may,227,1,-1,0,unknown,no
50,management,single,tertiary,no,297,yes,no,unknown,5,may,119,1,-1,0,unknown,no
36,services,married,secondary,no,143,yes,yes,unknown,5,may,350,1,-1,0,unknown,no
40,blue-collar,married,secondary,no,475,yes,no,unknown,5,may,332,2,-1,0,unknown,no
53,blue-collar,married,secondary,no,70,yes,no,unknown,5,may,611,2,-1,0,unknown,no
42,management,divorced,tertiary,no,742,yes,no,unknown,5,may,58,3,-1,0,unknown,no
40,blue-collar,married,primary,no,0,yes,no,unknown,5,may,463,1,-1,0,unknown,no
42,management,single,tertiary,no,0,yes,yes,unknown,5,may,562,2,-1,0,unknown,yes
40,blue-collar,divorced,primary,no,0,yes,no,unknown,5,may,962,1,-1,0,unknown,no
33,admin.,single,secondary,no,352,yes,no,unknown,5,may,225,2,-1,0,unknown,no
54,technician,single,unknown,no,447,yes,no,unknown,5,may,742,2,-1,0,unknown,no
24,student,single,secondary,no,423,yes,no,unknown,5,may,226,3,-1,0,unknown,no
56,technician,divorced,primary,no,13,yes,no,unknown,5,may,357,2,-1,0,unknown,no
42,blue-collar,divorced,primary,no,28,yes,no,unknown,5,may,126,3,-1,0,unknown,no
57,retired,married,secondary,no,211,yes,no,unknown,5,may,248,2,-1,0,unknown,no
53,services,married,unknown,no,257,yes,no,unknown,5,may,209,2,-1,0,unknown,no
54,management,married,tertiary,no,313,yes,no,unknown,5,may,83,2,-1,0,unknown,no
55,blue-collar,married,secondary,no,89,yes,no,unknown,5,may,106,3,-1,0,unknown,no
43,management,married,unknown,no,0,yes,no,unknown,5,may,105,2,-1,0,unknown,no
56,admin.,married,secondary,no,353,yes,no,unknown,5,may,106,2,-1,0,unknown,no
55,services,divorced,primary,no,96,yes,yes,unknown,5,may,311,2,-1,0,unknown,no
37,services,divorced,secondary,no,398,yes,yes,unknown,5,may,214,2,-1,0,unknown,no
33,admin.,single,tertiary,no,193,no,no,unknown,5,may,132,2,-1,0,unknown,no
40,retired,single,primary,no,0,no,no,unknown,5,may,136,2,-1,0,unknown,no
42,blue-collar,married,secondary,no,490,yes,no,unknown,5,may,386,2,-1,0,unknown,no
32,technician,divorced,tertiary,no,2558,no,no,unknown,5,may,148,2,-1,0,unknown,no
41,blue-collar,married,secondary,no,290,yes,no,unknown,5,may,240,2,-1,0,unknown,no
48,blue-collar,married,secondary,no,1,no,no,unknown,5,may,669,3,-1,0,unknown,no
42,blue-collar,married,unknown,no,57,yes,no,unknown,5,may,425,2,-1,0,unknown,no
45,management,divorced,tertiary,no,24598,yes,no,unknown,5,may,313,3,-1,0,unknown,no
42,admin.,single,secondary,no,1022,yes,no,unknown,5,may,146,2,-1,0,unknown,no
53,technician,married,secondary,no,56,yes,yes,unknown,5,may,152,2,-1,0,unknown,no
51,admin.,single,secondary,yes,-2,no,no,unknown,5,may,402,3,-1,0,unknown,no
32,services,single,secondary,no,121,yes,no,unknown,5,may,213,2,-1,0,unknown,no
43,management,divorced,secondary,no,693,yes,no,unknown,5,may,124,3,-1,0,unknown,no
40,blue-collar,divorced,secondary,no,-333,yes,no,unknown,5,may,183,2,-1,0,unknown,no
34,management,married,tertiary,no,46,yes,no,unknown,5,may,39,4,-1,0,unknown,no
36,blue-collar,married,secondary,no,0,yes,no,unknown,5,may,195,2,-1,0,unknown,no
46,admin.,single,tertiary,no,377,yes,no,unknown,5,may,98,2,-1,0,unknown,no
48,management,married,tertiary,no,263,yes,no,unknown,5,may,350,2,-1,0,unknown,no
38,admin.,divorced,secondary,no,308,yes,no,unknown,6,may,102,1,-1,0,unknown,no
38,admin.,divorced,tertiary,no,86,yes,no,unknown,6,may,218,1,-1,0,unknown,no
23,student,single,secondary,no,157,yes,no,unknown,6,may,54,1,-1,0,unknown,no
25,admin.,single,secondary,no,122,yes,no,unknown,6,may,286,1,-1,0,unknown,no
58,services,married,secondary,no,1667,yes,yes,unknown,6,may,85,1,-1,0,unknown,no
58,blue-collar,divorced,unknown,no,29,yes,no,unknown,6,may,253,1,-1,0,unknown,no
43,blue-collar,married,secondary,no,1205,yes,no,unknown,6,may,769,2,-1,0,unknown,no
40,admin.,single,secondary,no,263,yes,no,unknown,6,may,231,1,-1,0,unknown,no
38,admin.,married,secondary,no,1,no,no,unknown,6,may,76,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,283,no,yes,unknown,6,may,199,1,-1,0,unknown,no
48,technician,married,secondary,no,141,yes,yes,unknown,6,may,424,1,-1,0,unknown,no
58,retired,married,tertiary,no,0,no,no,unknown,6,may,393,1,-1,0,unknown,no
32,services,single,secondary,no,406,yes,no,unknown,6,may,227,1,-1,0,unknown,no
43,unemployed,married,secondary,no,0,yes,no,unknown,6,may,245,1,-1,0,unknown,no
52,blue-collar,divorced,primary,no,55,yes,yes,unknown,6,may,186,1,-1,0,unknown,no
33,technician,married,secondary,yes,72,yes,no,unknown,6,may,623,1,-1,0,unknown,no
32,management,single,tertiary,no,151,yes,no,unknown,6,may,118,1,-1,0,unknown,no
39,admin.,single,secondary,no,113,yes,no,unknown,6,may,342,1,-1,0,unknown,no
40,blue-collar,married,secondary,no,0,yes,no,unknown,6,may,225,1,-1,0,unknown,no
43,management,married,secondary,no,375,yes,no,unknown,6,may,196,2,-1,0,unknown,no
38,technician,single,tertiary,no,4325,yes,no,unknown,6,may,87,1,-1,0,unknown,no
40,blue-collar,married,secondary,no,217,yes,no,unknown,6,may,195,1,-1,0,unknown,no
39,blue-collar,married,secondary,no,0,yes,no,unknown,6,may,262,1,-1,0,unknown,no
35,management,single,tertiary,no,560,yes,no,unknown,6,may,181,1,-1,0,unknown,no
58,technician,divorced,secondary,no,469,no,no,unknown,6,may,196,1,-1,0,unknown,no
51,admin.,divorced,secondary,no,228,yes,no,unknown,6,may,136,1,-1,0,unknown,no
50,self-employed,married,unknown,no,-84,yes,no,unknown,6,may,101,1,-1,0,unknown,no
42,blue-collar,married,unknown,no,132,yes,no,unknown,6,may,238,1,-1,0,unknown,no
35,blue-collar,married,secondary,no,89,yes,no,unknown,6,may,145,2,-1,0,unknown,no
58,blue-collar,divorced,secondary,no,-11,no,no,unknown,6,may,112,1,-1,0,unknown,no
39,unemployed,married,primary,no,408,yes,no,unknown,6,may,53,1,-1,0,unknown,no
44,self-employed,married,tertiary,no,292,yes,no,unknown,6,may,162,1,-1,0,unknown,no
44,services,divorced,secondary,no,424,yes,no,unknown,6,may,27,1,-1,0,unknown,no
39,housemaid,single,primary,no,109,yes,no,unknown,6,may,699,3,-1,0,unknown,no
46,blue-collar,married,unknown,no,1044,yes,no,unknown,6,may,43,1,-1,0,unknown,no
34,admin.,married,secondary,no,869,no,no,unknown,6,may,1677,1,-1,0,unknown,yes
37,admin.,single,secondary,no,140,yes,no,unknown,6,may,310,1,-1,0,unknown,no
41,technician,married,secondary,no,871,yes,no,unknown,6,may,145,1,-1,0,unknown,no
43,blue-collar,married,secondary,no,0,no,no,unknown,6,may,187,1,-1,0,unknown,no
54,management,divorced,primary,no,0,no,no,unknown,6,may,472,1,-1,0,unknown,no
43,blue-collar,divorced,secondary,no,110,yes,yes,unknown,6,may,448,1,-1,0,unknown,no
47,technician,married,unknown,no,178,yes,no,unknown,6,may,169,1,-1,0,unknown,no
32,technician,married,secondary,no,0,yes,no,unknown,6,may,176,2,-1,0,unknown,no
29,blue-collar,married,secondary,no,1,yes,no,unknown,6,may,215,1,-1,0,unknown,no
44,blue-collar,married,secondary,no,-99,yes,no,unknown,6,may,111,2,-1,0,unknown,no
37,technician,single,secondary,no,17,yes,no,unknown,6,may,164,1,-1,0,unknown,no
32,technician,single,unknown,no,-170,no,no,unknown,6,may,46,1,-1,0,unknown,no
26,admin.,single,secondary,no,712,yes,no,unknown,6,may,232,1,-1,0,unknown,no
41,blue-collar,married,primary,no,0,yes,yes,unknown,6,may,238,1,-1,0,unknown,no
50,management,divorced,secondary,no,1716,yes,no,unknown,6,may,82,1,-1,0,unknown,no
34,blue-collar,single,tertiary,no,1011,yes,no,unknown,6,may,136,1,-1,0,unknown,no
42,management,married,tertiary,no,744,no,no,unknown,6,may,157,1,-1,0,unknown,no
53,retired,married,primary,no,136,yes,no,unknown,6,may,267,2,-1,0,unknown,no
43,blue-collar,married,secondary,no,1335,yes,no,unknown,6,may,371,2,-1,0,unknown,no
31,housemaid,married,primary,no,203,yes,no,unknown,6,may,604,3,-1,0,unknown,no
42,services,single,secondary,no,518,yes,no,unknown,6,may,198,1,-1,0,unknown,no
40,management,single,tertiary,no,3877,yes,no,unknown,6,may,145,1,-1,0,unknown,no
48,blue-collar,married,secondary,no,157,yes,no,unknown,6,may,73,1,-1,0,unknown,no
34,blue-collar,married,unknown,no,245,yes,no,unknown,6,may,13,1,-1,0,unknown,no
46,blue-collar,married,secondary,no,71,yes,no,unknown,6,may,416,1,-1,0,unknown,no
49,services,divorced,secondary,no,505,yes,no,unknown,6,may,162,1,-1,0,unknown,no
50,technician,married,primary,no,249,yes,no,unknown,6,may,129,1,-1,0,unknown,no
40,unemployed,single,secondary,no,11,yes,no,unknown,6,may,43,1,-1,0,unknown,no
56,services,married,secondary,no,473,yes,no,unknown,6,may,416,1,-1,0,unknown,no
30,admin.,married,secondary,no,46,yes,no,unknown,6,may,114,2,-1,0,unknown,no
56,admin.,divorced,secondary,no,778,yes,no,unknown,6,may,149,2,-1,0,unknown,no
42,technician,married,secondary,no,315,yes,no,unknown,6,may,259,2,-1,0,unknown,no
52,blue-collar,married,secondary,no,3165,no,no,unknown,6,may,26,1,-1,0,unknown,no
35,entrepreneur,married,secondary,yes,204,yes,no,unknown,6,may,424,2,-1,0,unknown,no
59,services,divorced,secondary,no,0,yes,yes,unknown,6,may,97,1,-1,0,unknown,no
57,blue-collar,married,primary,no,5431,yes,yes,unknown,6,may,383,1,-1,0,unknown,no
28,services,single,secondary,no,5090,yes,no,unknown,6,may,1297,3,-1,0,unknown,yes
56,blue-collar,married,secondary,no,1602,yes,no,unknown,6,may,427,1,-1,0,unknown,no
54,services,married,secondary,no,193,no,no,unknown,6,may,179,1,-1,0,unknown,no
55,services,divorced,primary,no,2298,yes,no,unknown,6,may,162,2,-1,0,unknown,no
44,management,married,tertiary,no,17,yes,no,unknown,6,may,352,2,-1,0,unknown,no
35,blue-collar,married,primary,no,0,yes,no,unknown,6,may,154,2,-1,0,unknown,no
37,services,married,secondary,no,358,yes,no,unknown,6,may,390,3,-1,0,unknown,no
36,technician,single,secondary,no,-15,yes,no,unknown,6,may,341,3,-1,0,unknown,no
54,services,married,secondary,yes,0,yes,no,unknown,6,may,138,3,-1,0,unknown,no
30,blue-collar,married,secondary,no,450,no,no,unknown,6,may,526,2,-1,0,unknown,no
37,blue-collar,married,secondary,no,395,yes,no,unknown,6,may,219,2,-1,0,unknown,no
37,services,single,unknown,no,-118,yes,no,unknown,6,may,147,2,-1,0,unknown,no
51,blue-collar,married,secondary,no,50,yes,yes,unknown,6,may,121,1,-1,0,unknown,no
51,blue-collar,married,primary,no,653,yes,yes,unknown,6,may,208,1,-1,0,unknown,no
43,self-employed,married,secondary,no,918,yes,no,unknown,6,may,193,1,-1,0,unknown,no
47,technician,married,unknown,no,2106,yes,no,unknown,6,may,168,1,-1,0,unknown,no
39,management,married,tertiary,no,2877,yes,no,unknown,6,may,278,1,-1,0,unknown,no
31,blue-collar,single,tertiary,no,60,yes,yes,unknown,6,may,389,1,-1,0,unknown,no
40,blue-collar,married,primary,no,2880,yes,no,unknown,6,may,145,2,-1,0,unknown,no
48,technician,married,secondary,no,147,no,no,unknown,6,may,142,3,-1,0,unknown,no
59,retired,married,primary,no,-119,yes,no,unknown,6,may,289,1,-1,0,unknown,no
31,management,single,tertiary,no,1852,yes,no,unknown,6,may,170,3,-1,0,unknown,no
35,unemployed,married,secondary,no,533,yes,no,unknown,6,may,802,1,-1,0,unknown,no
34,admin.,single,unknown,no,2434,yes,no,unknown,6,may,218,4,-1,0,unknown,no
56,admin.,divorced,unknown,no,4246,yes,no,unknown,6,may,304,2,-1,0,unknown,no
32,admin.,single,tertiary,no,395,yes,no,unknown,6,may,241,3,-1,0,unknown,no
52,services,married,secondary,no,660,no,no,unknown,6,may,201,2,-1,0,unknown,no
52,blue-collar,divorced,primary,yes,-183,yes,no,unknown,6,may,145,1,-1,0,unknown,no
55,management,single,secondary,no,220,yes,no,unknown,6,may,328,2,-1,0,unknown,no
43,unemployed,married,secondary,no,0,yes,no,unknown,6,may,37,2,-1,0,unknown,no
41,management,married,tertiary,no,65,yes,no,unknown,6,may,524,2,-1,0,unknown,no
28,technician,single,secondary,no,312,yes,no,unknown,6,may,392,1,-1,0,unknown,no
40,blue-collar,married,primary,no,-322,yes,yes,unknown,6,may,144,1,-1,0,unknown,no
33,admin.,single,secondary,no,101,yes,no,unknown,6,may,392,1,-1,0,unknown,no
41,blue-collar,married,secondary,no,140,yes,no,unknown,6,may,311,3,-1,0,unknown,no
35,admin.,single,secondary,no,148,yes,no,unknown,6,may,128,2,-1,0,unknown,no
40,technician,single,secondary,no,200,yes,no,unknown,6,may,322,2,-1,0,unknown,no
47,services,divorced,secondary,no,201,yes,no,unknown,6,may,92,2,-1,0,unknown,no
31,blue-collar,single,secondary,no,0,yes,no,unknown,6,may,273,2,-1,0,unknown,no
38,management,married,tertiary,no,389,yes,no,unknown,6,may,262,1,-1,0,unknown,no
37,blue-collar,married,primary,no,215,yes,yes,unknown,6,may,308,3,-1,0,unknown,no
46,services,married,unknown,no,80,yes,no,unknown,6,may,245,2,-1,0,unknown,no
40,services,divorced,secondary,no,105,yes,no,unknown,6,may,189,2,-1,0,unknown,no
29,admin.,married,secondary,no,182,yes,yes,unknown,6,may,477,1,-1,0,unknown,no
54,services,married,secondary,no,510,yes,no,unknown,6,may,196,2,-1,0,unknown,no
49,management,married,tertiary,no,92,yes,no,unknown,6,may,221,2,-1,0,unknown,no
36,blue-collar,married,primary,no,23,yes,no,unknown,6,may,400,2,-1,0,unknown,no
39,services,married,secondary,no,1205,yes,no,unknown,6,may,118,2,-1,0,unknown,no
36,technician,married,secondary,no,368,yes,yes,unknown,6,may,1597,2,-1,0,unknown,yes
49,blue-collar,married,secondary,no,26,yes,no,unknown,6,may,276,2,-1,0,unknown,no
57,management,married,tertiary,no,2142,yes,no,unknown,6,may,251,3,-1,0,unknown,no
24,services,single,secondary,no,77,yes,yes,unknown,6,may,390,2,-1,0,unknown,no
46,blue-collar,married,unknown,no,401,yes,no,unknown,6,may,306,2,-1,0,unknown,no
43,services,divorced,secondary,no,0,yes,no,unknown,6,may,125,2,-1,0,unknown,no
43,admin.,single,secondary,no,-497,yes,no,unknown,6,may,234,2,-1,0,unknown,no
35,technician,single,tertiary,no,226,yes,yes,unknown,6,may,283,3,-1,0,unknown,no
33,blue-collar,married,secondary,no,372,yes,no,unknown,6,may,132,2,-1,0,unknown,no
40,blue-collar,divorced,secondary,no,0,yes,no,unknown,6,may,121,2,-1,0,unknown,no
36,entrepreneur,married,tertiary,no,125,yes,no,unknown,6,may,95,3,-1,0,unknown,no
40,admin.,single,unknown,no,419,yes,no,unknown,6,may,112,3,-1,0,unknown,no
41,admin.,divorced,secondary,no,322,yes,no,unknown,6,may,87,4,-1,0,unknown,no
38,admin.,married,secondary,no,3047,yes,no,unknown,6,may,285,2,-1,0,unknown,no
36,blue-collar,married,secondary,no,688,yes,no,unknown,6,may,174,2,-1,0,unknown,no
44,management,married,tertiary,no,105,yes,no,unknown,6,may,1529,2,-1,0,unknown,no
47,entrepreneur,married,unknown,no,209,yes,no,unknown,6,may,135,2,-1,0,unknown,no
37,blue-collar,married,secondary,no,183,yes,no,unknown,6,may,112,4,-1,0,unknown,no
40,blue-collar,married,primary,no,-7,yes,no,unknown,6,may,410,2,-1,0,unknown,no
55,technician,married,secondary,no,0,no,no,unknown,6,may,160,3,-1,0,unknown,no
35,management,single,tertiary,no,550,yes,no,unknown,6,may,55,2,-1,0,unknown,no
57,blue-collar,married,primary,no,162,yes,no,unknown,6,may,155,2,-1,0,unknown,no
53,management,married,tertiary,no,115,yes,no,unknown,6,may,336,3,-1,0,unknown,no
45,blue-collar,married,unknown,no,248,yes,no,unknown,6,may,88,5,-1,0,unknown,no
43,blue-collar,married,primary,no,1211,yes,no,unknown,6,may,208,3,-1,0,unknown,no
30,management,married,tertiary,no,32,yes,no,unknown,6,may,122,3,-1,0,unknown,no
36,management,married,tertiary,no,144,yes,no,unknown,6,may,164,2,-1,0,unknown,no
55,unemployed,married,tertiary,no,383,no,no,unknown,6,may,343,3,-1,0,unknown,no
48,admin.,married,secondary,no,3754,yes,no,unknown,6,may,249,3,-1,0,unknown,no
55,housemaid,divorced,tertiary,no,6920,yes,no,unknown,6,may,406,3,-1,0,unknown,no
59,services,married,secondary,no,307,yes,yes,unknown,6,may,250,7,-1,0,unknown,no
37,technician,married,secondary,no,-421,yes,no,unknown,6,may,183,5,-1,0,unknown,no
33,blue-collar,divorced,secondary,no,60,no,no,unknown,6,may,190,3,-1,0,unknown,no
30,self-employed,single,tertiary,no,800,no,no,unknown,6,may,95,2,-1,0,unknown,no
50,blue-collar,married,primary,no,156,yes,no,unknown,7,may,117,3,-1,0,unknown,no
39,admin.,married,secondary,no,20,yes,no,unknown,7,may,124,2,-1,0,unknown,no
55,technician,single,tertiary,no,92,yes,no,unknown,7,may,118,3,-1,0,unknown,no
42,admin.,married,secondary,no,445,yes,no,unknown,7,may,202,2,-1,0,unknown,no
38,technician,single,secondary,no,42,yes,no,unknown,7,may,195,2,-1,0,unknown,no
32,technician,divorced,secondary,no,210,yes,yes,unknown,7,may,188,2,-1,0,unknown,no
59,retired,married,secondary,no,836,yes,no,unknown,7,may,106,1,-1,0,unknown,no
32,blue-collar,single,secondary,no,301,yes,no,unknown,7,may,395,2,-1,0,unknown,no
44,blue-collar,married,primary,no,503,yes,no,unknown,7,may,629,2,-1,0,unknown,no
40,retired,married,primary,no,407,yes,no,unknown,7,may,502,1,-1,0,unknown,no
46,self-employed,married,tertiary,no,2303,yes,no,unknown,7,may,241,1,-1,0,unknown,no
34,services,married,secondary,no,205,yes,no,unknown,7,may,312,1,-1,0,unknown,no
30,blue-collar,divorced,secondary,no,251,yes,yes,unknown,7,may,120,2,-1,0,unknown,no
31,services,married,secondary,no,414,yes,no,unknown,7,may,215,1,-1,0,unknown,no
36,blue-collar,married,secondary,no,-251,yes,no,unknown,7,may,162,1,-1,0,unknown,no
45,self-employed,divorced,secondary,no,-139,yes,no,unknown,7,may,152,3,-1,0,unknown,no
47,blue-collar,married,unknown,no,733,yes,no,unknown,7,may,268,1,-1,0,unknown,no
29,technician,single,tertiary,no,0,yes,no,unknown,7,may,104,2,-1,0,unknown,no
57,services,married,secondary,no,1,no,no,unknown,7,may,852,1,-1,0,unknown,no
45,blue-collar,married,primary,no,97,yes,no,unknown,7,may,923,3,-1,0,unknown,no
31,management,divorced,tertiary,no,0,yes,no,unknown,7,may,953,3,-1,0,unknown,no
33,services,married,secondary,no,404,yes,no,unknown,7,may,139,1,-1,0,unknown,no
34,services,married,secondary,no,302,yes,no,unknown,7,may,124,1,-1,0,unknown,no
37,services,single,secondary,no,259,yes,no,unknown,7,may,130,1,-1,0,unknown,no
35,blue-collar,single,unknown,yes,-532,yes,no,unknown,7,may,149,1,-1,0,unknown,no
31,blue-collar,single,secondary,no,1415,yes,no,unknown,7,may,485,1,-1,0,unknown,no
33,blue-collar,married,primary,no,716,yes,no,unknown,7,may,83,3,-1,0,unknown,no
37,management,married,tertiary,no,0,yes,no,unknown,7,may,228,1,-1,0,unknown,no
42,services,married,secondary,no,-246,yes,no,unknown,7,may,149,1,-1,0,unknown,no
56,blue-collar,married,secondary,no,-203,yes,no,unknown,7,may,139,1,-1,0,unknown,no
36,services,single,secondary,no,342,yes,no,unknown,7,may,142,1,-1,0,unknown,no
29,technician,single,tertiary,no,3,yes,no,unknown,7,may,359,1,-1,0,unknown,no
