Word,Num,Frequence,Mut,Freedom_L,Freedom_R,Rep,Den,Mark
可以,2,20,5.3,4.222,3.541,0.666666667,0.015,0
nb,2,63,4.8,2.891,3.025,1,0.269,1
神秘客,3,170,6,5.624,5.389,1,0.268,1
以核为贵,4,33,5.4,4.04,4.04,1,0.233,1
前方高能,4,18,5.6,3.795,3.572,0.333333333,0.015,1
妙啊,2,18,4.1,3.53,3.684,1,0.228,-1
呜呜,2,42,7.6,2.045,2.14,0.210526316,0.015,0
机智,2,15,6.8,3.374,3.006,0.105263158,0.015,0
巨魔,2,25,7.1,4.183,3.993,0.08,0.015,1
好活,2,25,4.8,2.995,3.833,1,0.22,-1
开门,2,16,5.1,2.647,2.217,0.052631579,0.015,0
厉害,2,59,7.5,5.105,3.527,0.040816327,0.015,0
呵呵,2,32,7.5,2.648,2.708,0.04,0.015,1
头发,2,23,5.7,3.219,4.089,0.04,0.015,0
本拉登,3,53,6.6,4.642,3.3,0.020408163,0.015,1
赫鲁晓夫,4,53,6.9,4.74,2.391,0.020408163,0.015,1
妈妈,2,23,6.6,2.752,4.176,0.02,0.015,0
突然,2,21,6.9,3.214,3.499,0.02,0.015,0
建议,2,21,8.9,3.821,3.839,0.02,0.015,0
主角,2,21,7.6,3.654,3.154,0.02,0.015,0
酱爆,2,21,7.8,3.744,4.107,0.02,0.015,1
伏拉夫,3,22,7,3.391,4.005,0.02,0.015,1
斧头帮,3,22,7.9,3.914,3.88,0.02,0.015,1
邦邦,2,30,4.1,4.574,3.414,1,0.219,-1
汤姆逊,3,22,8.5,3.841,3.278,0.02,0.015,1
大马猴,3,22,5.1,4.027,3.914,0.02,0.015,1
要素过多,4,21,6.5,3.178,3.975,0.02,0.015,1
nb,2,52,4.8,3.122,2.946,1,0.214,1
牛逼,2,82,5.9,4.235,4.471,0.408163265,0.016,1
话唠,2,20,5.8,2.846,2.846,1,0.212,1
西游记,3,20,6.2,2.261,3.584,0.333333333,0.016,1
33,2,34,4.9,2.105,3.037,1,0.212,-1
回来,2,59,4.5,2.691,3.853,0.020408163,0.016,0
感觉,2,59,5,4.941,4.827,0.020408163,0.016,0
表示,2,57,7.1,5.175,4.824,0.020408163,0.016,0
后面,2,57,4.3,4.776,4.251,0.020408163,0.016,0
nb,2,74,5.9,2.338,3.837,1,0.204,1
罗斯福,3,58,7.3,4.495,2.32,0.020408163,0.016,1
退出直播间,5,57,4.1,4.612,5.349,0.020408163,0.016,1
世界,2,24,7.8,3.451,2.635,0.02,0.016,0
投币,2,24,5,4.22,3.657,0.02,0.016,1
nb,2,28,4.8,4.209,4.28,1,0.202,1
那个,2,23,4.7,3.669,4.143,0.02,0.016,0
老八,2,23,5.7,4.23,3.849,0.02,0.016,1
啊啊啊,3,166,4.4,2.077,2.077,1,0.196,-1
nb,2,26,4.4,3.608,3.42,1,0.196,1
旭旭宝宝,4,23,7.2,3.762,4.089,0.02,0.016,1
666,3,64,4.2,2.281,2.324,1,0.195,1
漂亮,2,17,8.8,3.169,3.572,0.157894737,0.017,0
骚老师好,4,33,4.3,3.855,4.161,1,0.194,-1
呵呵,2,17,7.1,2.409,2.409,0.1,0.017,1
逼格,2,64,6,5.164,4.782,0.06122449,0.017,1
可以,2,64,5.2,4.859,5.401,0.040816327,0.017,0
希拉里,3,64,6,4.941,2.626,0.040816327,0.017,1
起来,2,65,4.4,3.872,5.207,0.020408163,0.017,0
蜜汁,2,63,7.6,5.263,2.57,0.020408163,0.017,1
结束,2,63,6.7,4.062,2.459,0.020408163,0.017,0
竟然,2,62,6.4,2.379,3.768,0.020408163,0.017,0
下流,2,66,6.6,2.685,2.558,1,0.176,1
终于,2,61,6.5,4.805,4.036,0.020408163,0.017,0
下去,2,60,4.3,2.859,3.512,0.020408163,0.017,0
妙啊,2,21,4.5,3.975,4.107,1,0.169,-1
已经,2,24,7.3,3.372,3.768,0.02,0.017,0
好活,2,21,4.7,2.712,2.849,1,0.164,-1
莱纳,2,16,6.3,2.078,2.477,1,0.163,1
口区,2,33,6.2,2.22,2.013,1,0.161,1
啊啊啊,3,532,4.3,2.322,2.265,1,0.155,-1
不敢,2,18,4.4,3.53,3.17,0.052631579,0.018,0
爷爷,2,17,6.6,3.808,2.814,0.052631579,0.018,0
妙啊,2,25,5,3.753,3.654,1,0.149,-1
帧数,2,16,8.5,3.031,3.024,0.052631579,0.018,1
然后,2,16,5.2,3.703,3.75,0.052631579,0.018,0
阿福,2,8,4.5,2.5,2.156,1,0.14,1
系列,2,16,8,3.149,3.875,0.052631579,0.018,0
上线,2,16,5,2.875,3.578,0.052631579,0.018,1
洗澡,2,16,6.3,2.5,3.625,0.052631579,0.018,0
剪辑,2,16,7.6,2.772,3.274,0.052631579,0.018,1
dio,3,42,4.4,4.765,4.708,1,0.14,1
现场,2,16,6.1,2.092,3.375,0.052631579,0.018,0
xswl,4,16,6.1,3.274,3.031,0.052631579,0.018,1
听不qun,5,19,5.3,3.281,3.787,1,0.136,-1
大家,2,67,4.9,5.059,4.363,0.020408163,0.018,0
知道,2,67,7,3.853,4.969,0.020408163,0.018,0
安倍晋三,4,66,6.6,4.616,3.038,0.020408163,0.018,1
up,2,27,5.6,4.106,2.899,0.02,0.018,1
嘤嘤,2,52,6.4,2.547,2.555,1,0.134,-1
表情,2,26,7.7,3.825,3.917,0.02,0.018,0
鬼畜,2,26,7.3,3.454,4.008,0.02,0.018,1
成功,2,25,6.1,3.235,3.524,0.02,0.018,0
看到,2,25,4.4,3.894,3.458,0.02,0.018,0
分钟,2,25,8,2.22,4.214,0.02,0.018,0
带恶人,3,26,5.9,4.364,4.023,0.02,0.018,1
啸着玩,3,26,7.2,3.3,3.95,0.02,0.018,1
完结撒花,4,26,6.8,2.162,3.719,0.02,0.018,1
握草,2,19,7.3,2.564,2.564,0.368421053,0.019,1
妙啊,2,21,4.1,3.04,2.72,1,0.129,-1
啊啊啊,3,140,4.4,2.243,2.216,1,0.128,-1
踏马,2,18,7.6,2.503,3.503,0.0625,0.019,1
前方核能,4,18,6,3.017,3.572,0.0625,0.019,1
细节,2,30,8.3,4.548,4.095,0.06,0.019,0
强行,2,17,5.7,2.696,2.558,0.052631579,0.019,0
尸体,2,17,7.1,3.175,3.69,0.052631579,0.019,0
完美,2,17,5.7,2.558,3.248,0.052631579,0.019,0
lbwnb,5,16,4.6,2.906,2.977,1,0.118,-1
nb,2,29,5.1,2.372,2.595,1,0.119,1
ao,2,30,5.1,2.938,3.114,1,0.111,-1
流批,2,17,5.6,3.572,3.852,0.041666667,0.019,1
啊啊啊,3,28,4.4,2.183,2.254,1,0.11,-1
寒王,2,28,6.8,2.718,3.941,0.04,0.019,1
0,2,54,5,2.003,2.656,1,0.11,-1
说话,2,16,5.8,2.078,3.5,0.020833333,0.019,0
最后,2,16,6.6,3.031,2.647,0.020833333,0.019,0
应该,2,16,8,3.75,3.149,0.020833333,0.019,0
日本,2,16,5.5,3.578,2.875,0.020833333,0.019,0
jo,2,21,4.7,2.678,2.737,1,0.11,1
勉强能冲,4,16,5,3.578,3.149,0.020833333,0.019,1
do,2,16,4.4,2.406,2.046,1,0.104,-1
系列,2,70,6.2,3.438,3.741,0.020408163,0.019,0
赠送,2,67,5.5,4.382,3.703,0.020408163,0.019,0
当场,2,27,5,3.448,2.334,0.02,0.019,0
猿形毕露,4,27,7.9,4.029,4.282,0.02,0.019,1
呵呵,2,34,6,2.139,2.235,0.363636364,0.02,1
好活,2,17,4.8,2.934,2.934,1,0.104,1
bgm,3,24,5.3,4.252,3.736,0.333333333,0.02,1
xxx,3,33,4,2.304,2.243,1,0.098,-1
fa,2,19,5,2.5,2.394,1,0.093,-1
有毒,2,77,4.1,4.751,5.092,0.102040816,0.02,0
自己,2,18,6.6,3.17,2.948,0.1,0.02,0
护眼,2,24,4.5,2.197,2.197,1,0.094,1
骚猪,2,16,6.9,2.406,3,0.1,0.02,1
视频,2,16,7.1,2.5,2.75,0.1,0.02,1
好活,2,58,4.4,5.334,4.256,1,0.083,-1
jo,2,35,4.2,3.106,3.398,1,0.076,-1
广告,2,18,7.6,3.308,3.948,0.052631579,0.02,0
干嘛,2,18,6.6,3.266,3.948,0.052631579,0.02,0
注意,2,18,6.7,4.059,3.308,0.052631579,0.02,0
超级,2,18,7.1,3.948,3.614,0.052631579,0.02,0
妈耶,2,18,5.9,3.684,3.948,0.052631579,0.02,1
蛙吉特,3,18,7.4,3.684,3.503,0.052631579,0.02,1
0,2,27,4.9,2.391,2.039,1,0.059,-1
没毛病,3,18,6.3,4.17,3.948,0.052631579,0.02,1
奇美拉,3,18,7.1,3.261,3.795,0.052631579,0.02,1
nb,2,16,5.6,2.203,2.078,1,0.075,1
nb,2,19,4.8,2.245,2.245,1,0.066,1
正能量,3,18,4.9,4.059,3.948,0.041666667,0.02,1
下次一定,4,18,6,3.572,3.684,0.041666667,0.02,1
勇士,2,79,7.2,2.509,3.078,0.040816327,0.02,0
雷姆,2,29,6.6,3.27,3.852,0.04,0.02,1
sao,3,16,5,3.453,3.274,0.032258065,0.02,1
魔鬼,2,17,6.5,3.052,3.22,0.020833333,0.02,0
经典,2,17,8,3.69,3.382,0.020833333,0.02,0
nb,2,36,5.5,2.651,2.654,1,0.059,1
啦啦啦啦,4,18,4.8,2.056,2.056,1,0.054,-1
喜当爹,3,17,7.5,3.287,3.175,0.020833333,0.02,1
耐克打钱,4,58,5.2,3.403,3.21,1,0.051,-1
再来一遍,4,17,7,3.499,3.69,0.020833333,0.02,1
nc,2,17,5.6,3.617,2.461,1,0.048,-1
火箭,2,73,6.6,3.674,5.32,0.020408163,0.02,0
作业,2,73,7.2,2.447,4.598,0.020408163,0.02,0
尻比,2,31,6.7,2.999,2.999,1,0.049,1
hhh,3,49,4.8,2.044,2.044,1,0.046,-1
运动,2,29,7.4,2.195,4.444,0.02,0.02,0
尼玛,2,28,8.2,3.78,4.039,0.02,0.02,1
居然,2,28,7,2.804,2.894,0.02,0.02,0
套你猴子,4,29,6.3,2.673,3.686,0.02,0.02,1
4999,4,17,5.4,2.558,2.676,1,0.034,1
呆袜,2,57,4.4,4.803,5.162,1,0.045,1
11,2,19,4.4,2.14,2.14,1,0.024,-1
0,2,649,6.4,2.581,2.877,0.92,2.692,-1
脑洞,2,19,7.9,3.616,3.722,0.052631579,0.021,1
闺女,2,19,6.1,2.394,3.722,0.052631579,0.021,0
nb,2,98,4.6,3.128,3.044,0.939393939,0.58,1
金坷垃,3,19,8.2,3.281,3.471,0.052631579,0.021,1
马了顶大,4,19,5.7,3.932,3.426,0.052631579,0.021,1
警告,2,31,7.6,3.041,4.042,0.04,0.021,0
别撸啦,3,391,4.3,4.553,4.466,0.916666667,3.132,-1
一样,2,18,4.6,3.239,3.795,0.020833333,0.021,0
觉得,2,18,4.1,3.392,3.392,0.020833333,0.021,0
剧情,2,18,5.1,3.461,3.837,0.020833333,0.021,0
第一,2,18,4.7,3.684,3.503,0.020833333,0.021,0
居然,2,18,7.5,3.684,2.705,0.020833333,0.021,0
警告,2,18,7.5,3.392,3.53,0.020833333,0.021,0
尻比,2,141,6.7,2.967,2.981,0.92,0.269,1
新一,2,134,4.2,4.285,5.126,0.888888889,2.273,-1
每天一遍,4,18,7.2,3.059,3.837,0.020833333,0.021,1
风评被害,4,18,5.8,2.439,3.684,0.020833333,0.021,1
兄弟们,3,75,5.6,4.385,4.468,0.020408163,0.021,1
伟本卢,3,30,4.9,3.907,3.71,0.02,0.021,1
娄艺潇,3,27,6.3,3.874,4.027,0.333333333,0.022,1
nb,2,102,4.5,3.246,3.42,0.857142857,0.342,-1
女儿,2,19,4.6,2.86,2.858,0.05,0.022,0
开始,2,17,5.7,3.382,2.676,0.05,0.022,0
没开挂,3,614,4.4,5.042,4.739,0.88,5.143,1
准备,2,16,8,3.875,2.375,0.05,0.022,0
恐怖,2,82,7.3,4.819,3.846,0.040816327,0.022,0
黄磊,2,16,7.5,3.453,3.031,0.032258065,0.022,1
然后,2,16,5.3,3.75,3.578,0.032258065,0.022,0
没错,2,113,4.8,4.451,4.53,0.833333333,0.406,-1
现在,2,16,4.7,3.703,3.406,0.032258065,0.022,0
盲猜,2,16,8.5,3.875,3.375,0.032258065,0.022,1
啊啊啊,3,123,4.1,2.321,2.275,0.833333333,0.141,-1
素材,2,16,8.4,2.305,3.625,0.032258065,0.022,0
直接,2,16,7.1,3.875,3.75,0.032258065,0.022,0
后面,2,16,5,3.25,3.25,0.032258065,0.022,0
awsl,4,16,5.2,3.031,3.703,0.032258065,0.022,1
nb,2,61,4.9,3.589,3.346,0.823529412,0.262,-1
淑芬,2,19,6.6,3.998,2.774,0.020833333,0.022,1
确实,2,19,6.9,3.932,3.722,0.020833333,0.022,0
lbwnb,5,942,4.3,4.016,3.99,0.8,1.881,-1
镇站之宝,4,19,7.8,3.321,3.722,0.020833333,0.022,1
耳朵,2,33,7,3.221,4.22,0.02,0.022,0
知道,2,32,6.9,2.535,4.625,0.02,0.022,0
声音,2,31,5.6,3.671,3.986,0.02,0.022,0
三连,2,18,6,3.642,3.53,0.75,0.023,1
全明星,3,16,6.6,3.031,2.733,0.636363636,0.023,1
冲冲,2,28,5.5,2.572,2.572,0.181818182,0.023,1
一起拉大便,5,85,6,3.071,2.809,0.8,0.465,-1
以为,2,18,4.8,2.113,2.642,0.1,0.023,0
东西,2,18,7.2,2.281,2.725,0.1,0.023,0
觉得,2,18,4.6,2.642,3.17,0.1,0.023,0
你也有今天,5,48,4.6,3.617,3.472,0.8,0.282,-1
嘿嘿,2,32,8.5,2.75,2.789,0.06,0.023,0
呜呜呜,3,27,6.9,2.436,2.158,0.06,0.023,1
b站,2,20,4.9,3.784,3.341,0.052631579,0.023,1
助攻,2,40,6.9,2.081,4.753,0.1,0.355,1
助攻,2,37,7.9,3.152,3.852,0.064516129,0.321,1
衣服,2,20,7.8,3.066,3.384,0.052631579,0.023,0
助攻,2,18,6.9,2.141,3.795,0.05,0.122,1
助攻,2,28,8.1,2.178,3.941,0.04,0.16,1
系列,2,16,8.1,3.406,4,0.05,0.023,0
浪费,2,16,7.6,3.875,3.156,0.05,0.023,0
瞩目,2,34,6.5,2.672,4.087,0.083333333,0.155,1
江苏,2,16,4.7,3.578,3.25,0.05,0.023,0
可怜,2,16,6.5,2.781,2.647,0.05,0.023,0
直接,2,16,6.5,3.274,3.875,0.05,0.023,0
逐渐,2,16,6.5,3.875,2.217,0.05,0.023,0
封面,2,16,6.9,3.375,3.578,0.05,0.023,0
干嘛,2,16,6.8,3.75,3.5,0.05,0.023,0
你币有了,4,34,4.1,3.756,3.494,0.75,0.225,1
瞩目,2,16,8.6,2.5,2.75,0.04,0.088,1
duang,5,23,5.5,3.882,3.258,0.75,0.153,1
欢迎,2,87,7.1,4.055,2.308,0.040816327,0.023,0
肚子,2,19,5.2,3.471,3.787,0.032258065,0.023,0
上衣,2,18,4.1,2.321,3.414,0.032258065,0.023,0
瞩目,2,36,4.5,3.405,4.461,0.027027027,0.205,1
正片,2,17,7.1,3.617,2.249,0.032258065,0.023,1
好评,2,17,4.5,3.499,3.69,0.032258065,0.023,0
主播,2,21,5.8,2.944,3.821,0.333333333,0.015,1
第一次,3,17,7.5,2.94,3.572,0.032258065,0.023,0
鲤鱼打挺,4,17,7.4,3.528,3.808,0.032258065,0.023,1
china,5,39,5.1,4.424,4.465,0.75,0.056,1
卡路里,3,150,6.5,3.796,4.645,0.736842105,0.331,1
主播,2,24,5.3,3.022,3.585,0.1,0.03,1
锤子,2,16,5.6,3.125,3.625,0.02,0.023,1
你们,2,33,4.1,2.923,3.208,0.02,0.023,0
主播,2,50,5.7,3.557,4.934,0.076923077,0.182,1
姥姥,2,30,4.8,3.574,4.39,0.333333333,0.024,0
尻比,2,129,7,3.819,3.352,0.72,0.585,1
主播,2,27,8.8,2.308,3.63,0.02,0.225,1
同志,2,21,8,3.916,4.107,0.052631579,0.024,0
朋友,2,21,8.1,3.178,4.202,0.052631579,0.024,0
直接,2,21,6.9,2.908,3.332,0.052631579,0.024,0
nb,2,77,5.3,4.209,4.287,0.8,0.08,-1
公车私用,4,314,5.2,4.689,4.843,0.769230769,1.134,-1
打不过,3,81,5.9,4.349,4.354,0.75,0.409,-1
时代,2,18,4.9,2.321,2.141,0.032258065,0.024,0
超神,2,74,6.2,2.155,2.036,0.7,0.338,1
姿势,2,18,7.9,2.35,3.684,0.032258065,0.024,0
