Word,Num,Frequence,Mut,Freedom_L,Freedom_R,Rep,Den,Mark
最强,2,11,4.6,3.096,3.096,0.02,0.003751993,-1
最强,2,15,5.4,3.507,3.374,0.02173913,0.003196089,-1
最强,2,16,5.2,3.125,3.203,0.022222222,0.00209545,-1
最靓的仔,4,14,7.2,3.236,2.7,0.032258065,0.042410714,-1
最近,2,14,5.5,3.379,2.985,0.041666667,0.025869038,0
最近,2,10,6.2,3.122,2.522,0.02,0.004446357,0
最佳,2,83,6.3,2.69,3.836,0.071428571,0.067164179,0
最佳,2,14,6.4,3.522,3.379,0.071428571,0.027855153,0
最佳,2,14,5,2.692,3.379,0.058823529,0.021532298,0
最佳,2,19,5.8,3.005,3.181,0.03125,0.009720083,0
最后亿次,4,12,5.7,3.418,3.418,0.02,0.007602698,-1
最后亿次,4,8,5.2,3,3,0.03030303,0.005641403,-1
最后亿遍,4,51,5.3,4.131,4.427,0.02,0.264051522,1
最后亿遍,4,20,4.2,2.846,3.322,0.142857143,0.249762583,1
最后亿遍,4,44,4.8,3.511,3.913,0.2,0.181650246,1
最后亿遍,4,37,4.9,3.679,3.115,0.025641026,0.171833946,1
最后亿遍,4,14,7.2,2.978,2.95,0.5,0.15875,1
最后亿遍,4,121,7.3,3.093,2.701,0.027027027,0.151117209,1
最后亿遍,4,12,5.5,2.752,3.189,0.090909091,0.150297619,1
最后亿遍,4,20,4.9,3.784,3.746,0.5,0.144032922,1
最后亿遍,4,74,5.2,4.652,5.064,0.04,0.141952203,1
最后亿遍,4,77,5.6,4.941,5.603,0.055555556,0.136163522,1
最后亿遍,4,16,6.1,3.281,3.078,0.333333333,0.122159091,1
最后亿遍,4,66,4.6,4.489,4.468,0.032258065,0.109398217,1
最后亿遍,4,74,6.2,4.782,4.651,0.023809524,0.106914485,1
最后亿遍,4,13,4.1,3.181,3.393,0.1,0.105150215,1
最后亿遍,4,67,5,4.622,4.727,0.034482759,0.103971119,1
最后亿遍,4,56,4.4,4.367,4.888,0.025641026,0.097732354,1
最后亿遍,4,33,6.2,3.759,4.37,0.04,0.085484657,1
最后亿遍,4,88,5.4,4.382,4.997,0.142857143,0.083950617,1
最后亿遍,4,10,4.7,3.122,3.122,0.333333333,0.083728278,1
最后亿遍,4,103,6.5,5.097,4.996,0.03030303,0.078701299,1
最后亿遍,4,166,5.5,4.1,4.086,0.04,0.074498335,1
最后亿遍,4,35,6.3,4.146,4.282,0.111111111,0.071005917,1
最后亿遍,4,16,5.6,3.453,3.75,0.071428571,0.070295983,1
最后亿遍,4,98,6.6,3.773,4.228,0.03030303,0.067942114,1
最后亿遍,4,117,7,4.553,4.571,0.02,0.063207058,1
最后亿遍,4,24,4.6,3.022,2.792,0.5,0.061979167,1
最后亿遍,4,15,5.7,3.273,3.057,0.5,0.061797753,1
最后亿遍,4,225,5.4,4.852,5.051,0.16,0.061273052,1
最后亿遍,4,15,5.5,3,3.457,0.03030303,0.060240964,1
最后亿遍,4,14,5.6,2.522,2.522,0.066666667,0.056267806,1
最后亿遍,4,17,4.5,3.057,2.814,0.066666667,0.055344547,1
最后亿遍,4,21,5,3.423,3.559,0.03125,0.053509112,1
最后亿遍,4,30,6,4.161,4.082,0.142857143,0.052792188,1
最后亿遍,4,46,5.1,3.849,4.23,0.090909091,0.052262314,1
最后亿遍,4,46,5.5,4.558,4.472,0.2,0.050862852,1
最后亿遍,4,46,7.2,3.432,3.003,0.326530612,0.050162866,1
最后亿遍,4,21,5.2,3.749,3.821,0.166666667,0.048841753,1
最后亿遍,4,20,5.1,3.541,3.541,0.083333333,0.046606705,1
最后亿遍,4,20,5.1,2.922,3.122,0.142857143,0.045909942,1
最后亿遍,4,25,6.4,2.958,3.235,0.022222222,0.044378698,1
最后亿遍,4,17,5.9,3.808,3.97,0.045454545,0.042462146,1
最后亿遍,4,21,4.8,3.63,2.87,0.052631579,0.040840697,1
最后亿遍,4,14,5.3,3.182,3.182,0.047619048,0.039579968,1
最后亿遍,4,58,6.2,4.308,4.845,0.03030303,0.038943124,1
最后亿遍,4,16,5,3.625,3.578,0.043478261,0.038251366,1
最后亿遍,4,61,6.2,5.041,5.178,0.04,0.038136113,1
最后亿遍,4,25,4.1,3.673,3.673,0.027777778,0.037175989,1
最后亿遍,4,19,6.4,3.426,2.971,0.1,0.03659949,1
最后亿遍,4,23,7.1,3.588,3.327,0.028571429,0.035688794,1
最后亿遍,4,24,5.9,4.22,3.689,0.041666667,0.034272766,1
最后亿遍,4,17,6.1,3.455,3.169,0.166666667,0.033592535,1
最后亿遍,4,20,5.3,3.884,4.222,0.03125,0.031941762,1
最后亿遍,4,17,7.2,3.293,3.287,0.00952381,0.031309042,1
最后亿遍,4,19,4.7,3.426,3.537,0.04,0.031101896,1
最后亿遍,4,44,6,3.891,4.19,0.02,0.029921429,1
最后亿遍,4,72,6.5,4.085,4.266,0.02,0.028787488,1
最后亿遍,4,45,7.8,4.105,4.711,0.02,0.028678304,1
最后亿遍,4,12,4.5,3.022,3.418,0.05,0.027651515,1
最后亿遍,4,10,6.6,3.322,2.846,0.02,0.027445461,1
最后亿遍,4,40,6,3.861,4.354,0.0625,0.026972281,1
最后亿遍,4,41,5.5,3.905,4.434,0.060606061,0.026719865,1
最后亿遍,4,18,6.1,3.795,4.059,0.125,0.026146132,1
最后亿遍,4,45,5.5,4.275,4.633,0.041666667,0.023765144,1
最后亿遍,4,13,5.8,3.547,3.335,0.03125,0.023708996,1
最后亿遍,4,38,6.2,4.534,4.093,0.04,0.023465347,1
最后亿遍,4,10,5.6,2.922,3.122,0.25,0.023162135,1
最后亿遍,4,32,6.6,3.778,4.39,0.02,0.022936224,1
最后亿遍,4,29,6.5,4.251,4.323,0.02,0.021882227,1
最后亿遍,4,28,6.1,4.209,3.937,0.03030303,0.021046823,1
最后亿遍,4,12,7.1,2.617,3.022,0.03125,0.020772746,1
最后亿遍,4,17,5.3,3.852,3.97,0.02,0.016784613,1
最后亿遍,4,17,6.9,3.057,3.97,0.055555556,0.015255961,1
最后亿遍,4,11,5,2.55,3.278,0.02,0.012863327,1
最后亿遍,4,36,5.2,4.305,4.538,0.03030303,0.012596151,1
最后亿遍,4,23,6.3,3.584,3.725,0.04,0.012096475,1
最后亿遍,4,23,6.3,3.915,4.176,0.03125,0.011738461,1
最后亿遍,4,9,6.7,2.948,2.948,0.02173913,0.009803922,1
最后亿遍,4,67,5.3,3.907,4.487,0.02,0.009573361,1
最后亿遍,4,8,5.7,3,2.75,0.166666667,0.008905554,1
最后亿遍,4,10,6.9,3.322,3.122,0.027027027,0.008878128,1
最后亿遍,4,15,5.9,3.107,3.64,0.027027027,0.008174028,1
最后亿遍,4,13,6.7,2.777,3.181,0.03030303,0.007947521,1
最后亿遍,4,20,4.9,3.484,3.322,0.045454545,0.00613983,1
最后亿遍,4,17,7.2,3.22,3.455,0.02,0.00572179,1
最后亿遍,4,22,7.8,3.607,3.659,0.02,0.005655386,1
最后亿遍,4,9,5.2,3.17,2.642,0.142857143,0.005322626,1
最后亿遍,4,16,6.9,2.75,3,0.023255814,0.004214441,1
最后亿遍,4,13,7.7,3.393,2.654,0.022222222,0.001689189,1
最后一天,4,32,4.3,3.757,3.714,0.04,0.016846011,-1
最后一次,4,18,5.5,3.078,3.414,0.142857143,0.07783122,-1
最后一次,4,8,6.1,2.75,3,0.034482759,0.010830325,-1
最后一次,4,11,5.3,3.027,3.096,0.04,0.006831683,-1
最后一遍,4,23,4.8,3.469,3.495,1,0.158436214,1
最后一遍,4,170,6.6,4.291,4.763,0.03030303,0.114912926,1
最后一遍,4,9,4.8,2.948,2.503,0.333333333,0.075829384,1
最后一遍,4,17,5.7,3.735,3.69,0.071428571,0.075052854,1
最后一遍,4,14,4.6,3.325,3.522,0.025641026,0.065160273,1
最后一遍,4,35,7.2,3.122,3.242,0.028571429,0.054484892,1
最后一遍,4,20,6.5,2.922,2.846,0.166666667,0.045717965,1
最后一遍,4,98,5.6,3.477,3.865,0.04,0.04395158,1
最后一遍,4,12,5.5,3.022,3.022,0.125,0.039855072,1
最后一遍,4,101,5.3,4.338,4.615,0.02,0.031875868,1
最后一遍,4,18,4.6,2.997,3.35,0.034482759,0.027918171,1
最后一遍,4,9,5.8,2.503,2.948,0.111111111,0.0245142,1
最后一遍,4,14,5.4,3.182,3.379,0.166666667,0.021069182,1
最后一遍,4,11,4,3.096,3.278,0.025641026,0.019163207,1
最后一遍,4,21,5.3,3.69,3.744,0.071428571,0.019135802,1
最后一遍,4,11,4.6,3.278,3.027,0.032258065,0.01820208,1
最后一,3,15,5.3,3.133,3.24,0.02,0.003922284,-1
最后e遍,4,38,4.5,3.722,3.827,0.5,0.0984375,-1
最后e遍,4,124,5.5,3.482,3.837,0.04,0.055650337,-1
最后,2,42,6,2.593,4.089,0.2,0.261217949,0
最后,2,44,4.9,3.853,4.419,0.166666667,0.21656051,0
最后,2,36,6.4,2.786,3.86,0.029411765,0.1875,0
最后,2,26,6.1,4.027,3.377,0.02,0.075927524,0
最后,2,109,5.2,4.314,3.454,0.023255814,0.052837267,0
最后,2,35,6.1,4.261,3.449,0.02,0.041266453,0
最后,2,23,5,3.273,2.541,0.041666667,0.04077472,0
最后,2,15,5.6,3.374,2.556,0.071428571,0.036508842,0
最后,2,46,5.1,4.409,3.302,0.066666667,0.030644003,0
最后,2,10,6.3,2.646,2.522,0.058823529,0.027667984,0
最后,2,15,6.3,3.507,2.6,0.03125,0.027573092,0
最后,2,14,5.6,3.093,2.835,0.1,0.026196474,0
最后,2,14,4.5,3.325,3.379,0.041666667,0.025869038,0
最后,2,17,5.6,3.852,3.852,0.2,0.0256917,0
最后,2,23,5,2.522,3.795,0.2,0.025129088,0
最后,2,11,5.9,2.845,2.845,0.5,0.025046382,0
最后,2,12,7.2,2.617,2.792,0.045454545,0.024747717,0
最后,2,10,5.7,2.522,3.122,0.02,0.021700462,0
最后,2,31,5,3.825,3.127,0.1,0.021044663,0
最后,2,66,6.6,4.55,2.944,0.02173913,0.013536379,0
最后,2,9,4.1,2.948,2.503,0.066666667,0.013513514,0
最后,2,14,6.6,2.522,2.807,0.166666667,0.012728044,0
最后,2,16,6.6,2.733,2.906,0.032258065,0.009932044,0
最后,2,92,6.4,3.91,2.531,0.02,0.009640981,0
最后,2,19,4.7,3.616,2.793,0.02,0.008605852,0
最后,2,13,4.8,3.547,2.777,0.1,0.003753225,0
最好的,3,10,3.8,2.846,3.122,0.02,0.008318479,-1
最好的,3,12,4.6,3.252,3.418,0.023255814,0.005314991,-1
最好的,3,37,4.5,3.197,2.836,0.02,0.00401108,-1
最大,2,23,4.6,2.964,3.208,0.142857143,0.184,0
最大,2,19,4.1,2.774,3.366,0.058823529,0.029043565,0
最爱,2,18,4.4,3.15,2.642,0.2,0.210526316,-1
最爱,2,9,3.8,3.17,2.725,0.041666667,0.016976556,-1
最爱,2,21,5,2.849,2.504,0.02,0.009036145,-1
最爱,2,10,3.8,3.122,3.322,0.027027027,0.005405405,-1
嘴型对上了,5,14,4,2.95,3.182,1,0.324503311,-1
嘴型,2,24,6.5,4.022,3.376,0.076923077,0.130625686,1
嘴型,2,16,6.2,3.125,2.656,0.111111111,0.048401421,1
嘴型,2,11,6.6,3.278,3.096,0.166666667,0.023416887,1
嘴型,2,64,7.4,4.657,3.506,0.022222222,0.008339035,1
嘴炮,2,30,6.7,3.257,4.165,0.071428571,0.029012346,-1
嘴炮,2,13,7.9,2.777,3.393,0.066666667,0.019976498,-1
嘴里,2,12,4.6,3.189,2.585,0.333333333,0.048565121,0
嘴角,2,102,6,4.136,2.533,0.142857143,0.23395354,0
嘴角,2,8,9.3,2.75,3,0.027777778,0.010737294,0
嘴唇,2,15,6.5,3,2.606,0.038461538,0.050393701,0
嘴巴嘟嘟,4,22,4.8,3.88,4.096,0.0625,0.013539446,-1
嘴巴,2,21,4,3.427,3.749,0.05,0.030728564,0
钻石,2,10,8.6,3.122,3.322,0.058823529,0.027667984,1
祖宗,2,12,7.2,2.855,2.855,0.1,0.099660249,0
祖国万岁,4,110,4.8,3.867,3.5,0.02,0.066094421,-1
祖国,2,67,5.1,4.178,3.027,0.043478261,0.440625,0
祖国,2,277,3.8,3.654,4.98,0.043478261,0.19261155,0
祖国,2,60,4.3,4.137,3.451,0.02,0.176876618,0
祖国,2,123,3.9,3.757,4.39,0.022222222,0.172852885,0
祖国,2,89,4.4,3.859,4.265,0.071428571,0.115136198,0
祖国,2,22,4,3.607,3.625,0.041666667,0.105497771,0
祖国,2,91,6,4.337,4.366,0.071428571,0.09295612,0
祖国,2,37,4.1,3.574,3.602,0.125,0.091620112,0
祖国,2,407,4.5,3.949,4.389,1,0.083295329,0
祖国,2,152,4.7,2.863,3.232,0.027777778,0.074092491,0
祖国,2,687,4,4.242,4.87,0.02,0.073458522,0
祖国,2,12,6.2,3.418,3.418,0.066666667,0.039066739,0
祖国,2,15,5.5,2.79,2.79,0.022222222,0.026627219,0
祖国,2,33,3.9,3.467,4.067,0.025641026,0.024744186,0
祖国,2,15,3.8,2.733,3.907,0.02,0.023643324,0
祖国,2,10,5.5,2.922,2.646,0.058823529,0.014014014,0
祖国,2,25,4.7,3.483,3.268,0.02173913,0.005264147,0
祖传绿头,4,16,3.6,2.703,2.906,0.04,0.011972931,-1
祖传开头,4,1353,3.8,3.941,4.039,0.44,1,1
祖传开头,4,369,4,4.966,5.146,0.222222222,1,1
祖传开头,4,365,4.1,3.567,3.234,0.2,1,1
祖传开头,4,477,4.3,3.862,4.053,0.125,1,1
祖传开头,4,99,5,4.809,5.305,0.2,0.437974684,1
祖传开头,4,28,5.3,3.664,3.393,0.25,0.373786408,1
祖传开头,4,317,4.8,4.406,4.236,0.066666667,0.370689655,1
祖传开头,4,43,5.5,3.695,3.926,0.090909091,0.071559297,1
祖冲之,3,20,5.6,3.046,3.484,0.181818182,0.218710493,1
祖冲之,3,63,6,2.919,3.3,0.05,0.092185693,1
祖冲之,3,67,6.4,4.195,4.734,0.064516129,0.040773654,1
祖安宾馆,4,12,8.2,3.022,3.252,0.0625,0.021311475,-1
祖安,2,469,4.7,5.915,4.847,0.02,0.547366427,1
祖安,2,87,5,5.311,2.563,0.25,0.310776942,1
祖安,2,56,6.8,4.17,3.397,0.076923077,0.180394826,1
祖安,2,52,6.6,4.589,3.565,0.025,0.158618671,1
祖安,2,10,6.8,3.122,2.722,0.1,0.128325509,1
祖安,2,50,6.4,4.231,3.809,0.038461538,0.076880067,1
祖安,2,11,7.2,2.914,2.845,0.076923077,0.076642336,1
祖安,2,11,6.9,3.278,2.914,0.02,0.056791569,1
祖安,2,29,6,3.142,3.44,0.2,0.046970728,1
祖安,2,30,8.2,3.64,3.774,0.076923077,0.032735776,1
祖安,2,21,7.4,3.726,3.463,0.023809524,0.030352119,1
祖安,2,20,6.6,3.046,2.702,0.142857143,0.025440806,1
祖安,2,33,3.8,2.819,2.635,0.04,0.024639944,1
祖安,2,10,7.8,2.722,2.646,0.166666667,0.023164946,1
祖安,2,10,6.2,2.846,2.646,0.090909091,0.01787592,1
祖安,2,68,4.4,3.498,3.248,0.023255814,0.017787419,1
祖安,2,14,4.6,3.039,2.646,0.066666667,0.016420361,1
祖安,2,29,7.5,4.513,2.768,0.03030303,0.0101441,1
祖安,2,19,8.2,3.321,3.005,0.022727273,0.00613983,1
组织,2,38,8,3.05,4.406,0.043478261,0.026371425,0
组织,2,13,8.9,2.654,2.931,0.071428571,0.01713002,0
组织,2,10,7.9,3.322,3.322,0.02,0.015762216,0
组织,2,20,9.3,2.946,2.861,0.027777778,0.015415216,0
组织,2,10,9.1,2.846,3.122,0.025641026,0.007534884,0
组织,2,45,9.1,3.367,4.165,0.02,0.004874451,0
组织,2,8,9.6,2.75,3,0.02,0.002443156,0
组长,2,44,5.8,2.88,3.543,0.2,0.020891924,0
组合技,3,11,6.6,3.459,3.278,0.142857143,0.064133017,-1
组合,2,18,8,3.461,3.086,0.027027027,0.015873016,0
阻冲之,3,49,5.6,3.776,4.093,0.090909091,0.562579014,1
阻冲之,3,70,6.1,3.417,3.569,0.05,0.10226334,1
阻冲之,3,84,6.4,4.935,4.743,0.032258065,0.051751176,1
足球,2,83,5.8,2.879,4.853,0.0625,0.318042813,0
揍他,2,8,6.6,3,2.75,0.02173913,0.001692047,-1
走穴,2,17,6.8,3.852,3.22,0.1,0.063139932,-1
走位,2,54,7,3.3,3.024,0.333333333,0.100450741,-1
走位,2,20,8.3,3.384,3.071,0.105263158,0.038178165,-1
走位,2,18,6.1,2.769,2.816,0.066666667,0.019230769,-1
走位,2,13,6.7,3.547,3.393,0.04,0.002827693,-1
走起,2,13,3.5,2.815,3.393,0.027027027,0.007119314,1
走起,2,9,4.5,3.17,2.642,0.02,0.005763335,1
走起,2,13,3.7,2.565,2.719,0.02173913,0.002820079,1
走路回家,4,28,5.9,3.169,4.423,0.058823529,0.082526014,-1
走了走了,4,15,3.6,2.707,3.19,0.0625,0.053883835,-1
走开,2,22,6.7,2.645,2.534,0.222222222,0.122222222,0
走开,2,45,5.2,3.639,2.975,0.08,0.023871907,0
走开,2,15,4.5,2.923,2.556,0.027027027,0.01062417,0
走好,2,546,4.6,2.583,3.455,0.045454545,0.868970981,1
走好,2,54,4.5,3.081,4.942,0.136363636,0.134138589,1
走好,2,69,4.2,3.725,4.004,0.1,0.129471033,1
走好,2,75,4.2,2.868,4.744,0.029411765,0.100339559,1
走好,2,21,3.5,2.833,3.006,0.02,0.032737091,1
走好,2,15,5.3,2.74,2.816,0.071428571,0.01993822,1
走错片场了,5,9,4.7,2.948,2.725,0.02173913,0.001880053,-1
走程序,3,15,6.8,2.74,2.707,0.04,0.009925949,1
走a,2,45,5.5,3.451,3.597,0.5,0.51125,-1
纵横,2,109,5.6,4.674,4.465,0.066666667,0.164512338,0
