Word,Num,Frequence,Mut,Freedom_L,Freedom_R,Den,Rep,Mark
巴比龙,3,27,5.5,1.699,1.561,0.148,0.0,-1
flow,4,42,5.6,2.042,2.783,0.23,0.0,-1
什么时候,4,9,6.5,1.386,1.273,0.049,0.0,-1
某幻,2,749,4.6,3.59,1.882,0.635,0.03125,1
这个,2,307,4.0,3.016,3.817,0.258,0.0,0
什么,2,211,5.1,2.719,3.655,0.18,0.0,0
表白,2,165,5.7,2.079,1.667,0.137,0.0,1
可爱,2,165,4.1,2.335,2.284,0.141,0.0,0
收藏,2,149,6.4,2.482,2.689,0.104,0.65625,0
怎么,2,147,5.1,2.625,3.281,0.125,0.0,0
泪目,2,147,6.3,1.561,1.213,0.122,0.0,1
声音,2,134,5.5,2.177,3.265,0.113,0.0,0
回来,2,127,4.8,2.269,1.386,0.106,0.0,0
喜欢,2,126,6.1,2.562,2.724,0.107,0.0,0
视频,2,121,6.6,2.82,3.553,0.099,0.0,1
梦龙,2,118,6.4,2.169,2.26,0.1,0.03125,-1
可以,2,110,5.1,2.736,3.51,0.089,0.03125,0
男人,2,105,4.9,2.215,1.512,0.089,0.0,0
配音,2,104,5.4,3.403,3.488,0.089,0.0,-1
手势,2,101,6.3,2.351,3.1,0.085,0.0,0
弹幕,2,98,6.3,2.244,2.782,0.083,0.0,1
厉害,2,97,6.3,2.069,1.534,0.079,0.125,0
前方,2,90,6.2,1.386,1.219,0.074,0.0,0
游戏,2,90,7.0,2.325,3.268,0.075,0.0,0
知道,2,86,6.6,2.458,2.591,0.073,0.0,0
猛汉,2,86,7.0,2.85,3.003,0.073,0.0,-1
感谢,2,80,5.2,1.696,2.473,0.064,0.0625,0
笑死,2,74,5.2,2.477,1.256,0.063,0.0,1
青岛,2,74,7.2,1.57,1.295,0.051,0.0,0
终于,2,66,6.9,2.093,2.376,0.056,0.0,0
卧槽,2,66,7.4,1.631,2.232,0.051,0.1875,1
全熟,2,66,5.7,1.863,2.189,0.054,0.0,-1
宝贝,2,65,7.2,2.423,1.967,0.055,0.0,0
up,2,63,4.4,2.298,1.886,0.052,0.0,1
逻辑,2,62,6.9,1.475,1.293,0.053,0.0,0
谢谢,2,61,5.0,2.513,1.777,0.048,0.03125,0
分熟,2,60,5.1,2.313,2.408,0.048,0.0,-1
更新,2,60,6.2,2.715,1.869,0.051,0.0,0
吹爆,2,55,6.9,1.494,1.817,0.046,0.03125,1
开始,2,54,6.4,1.4,2.582,0.044,0.0,0
踩点,2,53,6.0,2.449,2.755,0.044,0.0,1
麦吻,2,51,7.5,1.518,3.09,0.044,0.0,-1
牛逼,2,50,6.3,2.186,1.972,0.042,0.03125,1
公司,2,50,7.2,1.296,2.422,0.042,0.0,0
记得,2,50,6.2,1.711,2.255,0.043,0.0,0
关注,2,48,7.0,2.623,2.163,0.039,0.0625,0
投币,2,47,6.7,2.208,2.191,0.04,0.0,1
那个,2,47,4.3,2.464,3.079,0.038,0.0,0
下期,2,46,4.9,1.767,1.533,0.039,0.0,-1
剪辑,2,43,6.5,2.844,2.617,0.037,0.0,1
自己,2,43,6.9,2.622,3.074,0.034,0.0,0
字幕,2,40,5.7,3.065,2.218,0.034,0.0,1
牛批,2,40,5.9,1.597,1.427,0.033,0.03125,1
出来,2,39,4.2,2.774,1.813,0.033,0.0,0
爱您,2,38,4.6,1.696,1.748,0.032,0.0,-1
各位,2,38,7.4,2.083,2.192,0.032,0.0,0
突然,2,37,6.8,1.831,3.129,0.032,0.0,0
肉肉,2,37,6.4,1.239,1.812,0.026,0.09375,-1
感觉,2,37,5.5,2.057,2.898,0.031,0.0,0
这种,2,34,4.1,2.549,2.606,0.027,0.0,0
七分,2,33,6.0,1.561,2.345,0.027,0.0,-1
猪叫,2,33,6.6,1.732,2.025,0.028,0.0,1
超级,2,32,6.0,1.802,1.975,0.027,0.0,0
耳机,2,31,6.6,2.346,2.146,0.024,0.0,1
推理,2,31,6.8,1.677,1.301,0.026,0.0,0
牛排,2,31,5.6,2.038,2.459,0.026,0.0,-1
承包,2,31,8.0,1.946,2.496,0.026,0.0,0
点赞,2,30,5.6,2.374,1.397,0.026,0.0,1
只有,2,30,4.6,2.096,2.339,0.024,0.0,0
感动,2,29,4.8,2.099,2.252,0.021,0.125,0
满分,2,29,5.6,2.374,1.889,0.025,0.0,1
这样,2,29,4.4,2.426,2.31,0.025,0.0,0
台词,2,28,7.8,1.482,2.138,0.024,0.0,0
有毒,2,28,5.1,2.333,1.721,0.023,0.03125,0
现场,2,27,7.0,1.639,2.043,0.02,0.03125,0
名字,2,26,4.6,2.088,2.254,0.022,0.0,0
10,2,25,4.7,2.079,1.33,0.02,0.0,-1
居然,2,25,6.7,1.992,2.831,0.021,0.0,0
医院,2,25,7.7,1.786,1.946,0.018,0.03125,0
片尾,2,25,6.6,2.025,2.159,0.021,0.0,1
硬币,2,25,6.5,1.814,2.15,0.021,0.0,1
想起,2,24,4.2,1.831,1.784,0.02,0.0,0
马黄,2,24,5.9,1.699,2.488,0.02,0.0,-1
系列,2,24,8.1,2.322,2.043,0.02,0.0,0
妹妹,2,23,6.2,2.322,2.305,0.02,0.0,0
世界,2,23,8.3,1.219,2.098,0.02,0.0,0
好像,2,23,4.2,2.708,2.811,0.02,0.0,0
也太,2,22,4.1,1.763,2.111,0.019,0.0,-1
注意,2,22,5.6,1.972,2.276,0.019,0.0,0
在线,2,22,5.1,1.523,1.829,0.019,0.0,-1
第一,2,22,4.6,2.253,2.007,0.019,0.0,0
五分,2,22,5.4,1.242,1.632,0.019,0.0,-1
问琴,2,22,8.2,1.242,1.277,0.015,0.09375,-1
东西,2,21,6.2,2.178,1.242,0.018,0.0,0
开心,2,21,4.3,1.368,1.792,0.017,0.0,0
已经,2,21,6.7,1.923,2.054,0.018,0.0,0
以为,2,20,4.5,1.344,2.455,0.017,0.0,0
毫无,2,19,7.6,1.906,1.302,0.016,0.0,0
真实,2,19,4.7,2.21,1.418,0.016,0.0,0
觉得,2,19,5.2,1.773,2.375,0.015,0.0,0
打嗝,2,18,5.5,2.686,2.458,0.015,0.0,-1
现在,2,18,4.8,2.023,2.37,0.015,0.0,0
但是,2,18,4.2,1.609,2.245,0.015,0.0,0
孟孩,2,18,7.6,2.197,1.626,0.015,0.0,-1
想到,2,18,4.2,2.262,1.757,0.015,0.0,0
一次,2,17,4.0,2.014,2.164,0.013,0.0,-1
兄弟,2,17,8.0,2.164,1.54,0.015,0.0,0
以前,2,16,4.1,2.398,1.733,0.014,0.0,0
这段,2,16,4.3,1.386,2.183,0.014,0.0,-1
一波,2,16,4.6,1.598,2.025,0.014,0.0,-1
干嘛,2,16,5.5,1.754,1.748,0.014,0.0,0
妈妈,2,16,4.6,1.332,1.631,0.014,0.0,0
杆菌,2,16,8.5,1.215,1.906,0.013,0.0,0
音乐,2,15,4.9,1.712,1.475,0.013,0.0,0
下次,2,15,4.6,1.242,1.876,0.013,0.0,0
优秀,2,15,8.4,2.107,1.748,0.012,0.0,0
方言,2,15,6.4,1.885,1.946,0.012,0.0,0
出现,2,14,4.9,1.55,1.411,0.012,0.0,0
福利,2,14,7.5,2.02,1.332,0.011,0.03125,0
成为,2,14,5.1,1.889,1.567,0.012,0.0,0
推荐,2,14,7.6,1.561,1.54,0.012,0.0,0
直播,2,13,6.7,2.369,2.079,0.011,0.0,-1
骚气,2,13,4.6,1.33,1.561,0.011,0.0,-1
哪里,2,13,5.1,1.215,1.631,0.011,0.0,0
恐怖,2,13,8.9,2.254,1.285,0.011,0.0,0
分钟,2,13,6.1,1.839,1.733,0.011,0.0,0
原来,2,12,4.3,1.946,1.936,0.01,0.0,0
剧情,2,12,6.1,2.254,2.043,0.01,0.0,0
下集,2,12,5.0,1.427,1.561,0.01,0.0,-1
发现,2,12,5.8,1.907,2.272,0.01,0.0,0
疯狂,2,12,8.0,1.332,2.21,0.01,0.0,0
简直,2,12,7.6,2.025,2.272,0.01,0.0,0
风格,2,12,8.0,1.39,2.079,0.009,0.0,0
故事,2,11,7.7,1.33,1.667,0.009,0.0,0
一百,2,11,4.5,1.946,1.609,0.009,0.0,0
畜生,2,11,6.2,1.475,1.386,0.009,0.0,-1
催更,2,11,6.5,1.609,1.748,0.009,0.0,1
羞耻,2,11,8.3,1.303,1.834,0.009,0.0,1
14,2,11,5.5,1.242,1.303,0.009,0.0,-1
广告,2,10,7.4,2.079,2.043,0.009,0.0,0
脑补,2,10,8.2,1.609,2.197,0.008,0.03125,1
画面,2,10,5.8,1.906,1.946,0.009,0.0,0
男孩,2,10,4.9,1.887,1.609,0.009,0.0,0
排除,2,10,7.2,1.33,1.831,0.009,0.0,0
脑洞,2,10,8.1,1.332,1.906,0.009,0.0,1
无敌,2,10,7.5,1.56,1.792,0.009,0.0,1
音量,2,10,4.5,1.418,1.332,0.009,0.0,-1
动作,2,10,5.7,1.748,1.748,0.009,0.0,0
素材,2,9,8.5,1.494,1.906,0.008,0.0,0
第二,2,9,6.6,1.946,1.831,0.008,0.0,0
后面,2,9,4.6,1.748,2.043,0.008,0.0,0
出去,2,9,4.3,1.523,1.213,0.008,0.0,0
原版,2,9,7.0,1.386,1.792,0.008,0.0,1
晚上,2,9,5.5,1.561,1.906,0.008,0.0,0
好苏,2,9,4.3,1.332,1.33,0.008,0.0,-1
啾啾,2,9,8.0,1.277,1.255,0.005,0.03125,1
需要,2,9,6.4,1.889,2.043,0.008,0.0,0
今天,2,9,5.8,1.609,2.043,0.008,0.0,0
激动,2,8,6.0,1.332,1.242,0.007,0.0,0
正常,2,8,5.9,1.748,2.079,0.005,0.0,0
主角,2,8,4.9,1.332,1.946,0.007,0.0,0
六分,2,8,5.2,1.386,1.667,0.007,0.0,-1
这句,2,8,4.5,1.792,1.475,0.007,0.0,-1
吃鸡,2,8,5.6,1.748,1.667,0.007,0.0,1
废话,2,8,5.7,1.561,1.609,0.007,0.0,-1
到底,2,8,4.8,1.475,1.386,0.007,0.0,0
某幻君,3,457,4.9,3.122,2.718,0.389,0.0,1
bgm,3,286,5.1,2.672,3.118,0.242,0.0,1
明年见,3,147,5.9,1.654,2.476,0.124,0.0,1
吸血鬼,3,72,5.4,2.908,3.178,0.057,0.0,-1
对不起,3,63,5.7,1.54,1.862,0.051,0.0625,0
进度条,3,62,7.0,1.349,2.62,0.053,0.0,1
左下角,3,57,7.1,1.822,2.711,0.044,0.15625,1
我的天,3,49,4.0,1.609,1.418,0.04,0.0,-1
青岛话,3,48,5.4,1.308,2.183,0.037,0.15625,-1
为什么,3,42,5.0,2.396,2.923,0.036,0.0,0
棒棒鸭,3,36,5.7,1.525,1.609,0.031,0.0,-1
小金瓶,3,32,5.9,1.996,2.346,0.027,0.0,-1
gay,3,32,4.6,2.279,2.167,0.021,0.03125,1
我的妈,3,30,4.0,1.561,1.834,0.026,0.0,-1
马库斯,3,29,6.5,1.792,1.698,0.024,0.0,-1
skr,3,25,5.6,1.2,1.242,0.02,0.03125,1
up主,3,22,5.6,1.657,1.966,0.019,0.0,1
一条龙,3,21,5.1,1.758,2.098,0.018,0.0,-1
这个嗝,3,19,4.3,1.831,2.138,0.015,0.0,-1
100,3,16,5.8,1.386,1.468,0.014,0.0,-1
山东话,3,15,5.4,1.814,1.561,0.013,0.0,-1
八分熟,3,15,6.1,1.748,2.023,0.013,0.0,-1
预告片,3,15,6.6,1.402,1.609,0.012,0.0,-1
超级棒,3,14,4.9,1.215,1.242,0.012,0.0,-1
期视频,3,14,4.6,1.352,2.098,0.011,0.0,-1
真的很,3,13,4.1,1.792,2.352,0.011,0.0,-1
jio,3,12,4.6,1.309,1.54,0.006,0.15625,-1
小金甁,3,12,5.9,1.748,1.332,0.009,0.03125,-1
越来越,3,11,8.0,2.164,1.642,0.009,0.0,0
四川话,3,9,5.6,1.277,1.609,0.008,0.0,-1
倒回去,3,9,6.3,1.386,1.215,0.007,0.03125,-1
面那个,3,8,4.7,1.213,1.332,0.005,0.0,-1
下一期,3,8,5.2,1.332,1.386,0.007,0.0,-1
giao,4,382,4.8,2.837,2.122,0.28,1.0,1
倒立拉稀,4,81,6.8,1.946,1.308,0.069,0.0,-1
很弱的人,4,31,5.2,1.386,1.927,0.026,0.0,-1
点个收藏,4,19,6.0,1.588,1.519,0.015,0.0,-1
怎么这么,4,16,4.9,1.871,2.361,0.014,0.0,-1
这个视频,4,13,4.6,1.667,2.352,0.011,0.0,-1
投币收藏,4,10,6.5,1.303,1.498,0.009,0.0,-1
这么可爱,4,10,4.7,1.696,1.33,0.009,0.0,-1
年的麦吻,4,8,4.7,1.494,1.332,0.007,0.0,-1
恐怖游戏,4,8,6.9,1.748,1.792,0.007,0.0,-1
最强起名王,5,136,6.0,1.633,2.437,0.116,0.0,-1
这个bgm,5,12,4.7,1.609,1.609,0.01,0.0,-1
魔鬼,2,420,4.2,2.16,2.382,4.917,0.5,0
什么,2,102,5.5,1.216,2.27,1.214,0.0,0
书记,2,70,6.2,2.548,3.001,0.833,0.0,0
人才,2,57,4.9,2.524,1.894,0.667,0.1666666666666666,0
鬼畜,2,36,4.2,2.867,2.232,0.417,0.0,1
牛逼,2,31,6.4,1.589,1.295,0.298,1.0,1
屁股,2,26,5.9,1.83,2.164,0.31,0.0,0
动漫,2,25,6.6,1.249,1.321,0.298,0.0,-1
怎么,2,22,5.5,1.609,2.363,0.262,0.0,0
让我,2,21,4.5,1.303,1.779,0.25,0.0,-1
有点,2,17,5.7,1.609,1.507,0.202,0.0,0
都是,2,16,4.3,1.468,1.45,0.19,0.0,-1
电音,2,13,6.8,1.561,2.303,0.143,0.0,-1
三连,2,11,7.0,1.792,1.792,0.131,0.0,1
可以,2,11,6.2,1.946,1.667,0.119,0.1666666666666666,0
知道,2,10,7.6,1.221,1.609,0.119,0.0,0
up主,3,17,5.8,1.213,2.043,0.202,0.0,1
什么,2,53,4.5,2.269,2.219,0.53,0.0,0
好听,2,15,4.5,1.748,1.332,0.15,0.0,0
儿子,2,15,5.2,1.834,1.386,0.15,0.0,0
知道,2,9,6.5,1.273,1.427,0.09,0.0,0
怎么,2,9,4.4,1.33,2.043,0.09,0.0,0
卧槽,2,83,5.5,2.079,2.565,0.0,0.1666666666666666,1
羞耻,2,77,5.6,1.372,1.325,0.0,0.0,1
妹子,2,75,5.1,2.014,3.256,0.0,0.0,0
可以,2,74,5.0,1.857,2.129,0.0,1.0,0
牛逼,2,51,5.4,2.599,1.673,0.0,0.3333333333333333,1
健身,2,40,5.6,2.549,1.287,0.0,0.0,-1
头套,2,39,5.8,2.434,2.677,0.0,0.0,-1
猛男,2,39,4.7,2.059,2.831,0.0,0.0,1
后面,2,39,5.2,2.079,2.41,0.0,0.0,0
硬拉,2,34,6.1,2.253,2.272,0.0,0.0,-1
什么,2,34,5.4,2.094,3.103,0.0,0.0,0
尴尬,2,31,6.1,2.412,1.869,0.0,0.0,0
怎么,2,31,5.4,2.894,2.844,0.0,0.0,0
起来,2,29,4.2,2.364,1.835,0.0,0.0,0
学校,2,26,4.5,2.472,2.396,0.0,0.0,0
20,2,23,4.8,1.228,1.629,0.0,0.1666666666666666,-1
直接,2,22,5.5,1.738,2.449,0.0,0.0,0
厉害,2,21,6.4,1.972,1.386,0.0,0.1666666666666666,0
身材,2,21,5.8,1.767,2.155,0.0,0.0,0
以为,2,21,4.3,1.557,1.975,0.0,0.0,0
女生,2,20,4.0,1.4,2.025,0.0,0.0,0
你们,2,19,4.6,1.946,2.253,0.0,0.0,0
哲学,2,18,5.0,1.561,1.581,0.0,0.0,0
丧失,2,18,6.4,2.043,1.242,0.0,0.0,0
不错,2,17,4.4,2.303,1.242,0.0,0.0,0
喜欢,2,15,5.5,1.229,1.696,0.0,0.0,0
他们,2,15,5.3,1.834,2.303,0.0,0.0,0
整活,2,15,6.1,1.667,1.973,0.0,0.0,1
肌肉,2,14,5.4,1.561,1.799,0.0,0.0,0
面具,2,13,5.3,1.54,1.906,0.0,0.0,-1
兄弟,2,12,6.6,1.667,1.677,0.0,0.0,0
an,2,11,4.8,1.468,1.475,0.0,0.0,-1
理工,2,11,6.4,1.846,1.359,0.0,0.0,-1
表演,2,10,7.2,2.043,1.906,0.0,0.0,0
知道,2,10,6.4,1.581,2.043,0.0,0.0,0
衣服,2,8,6.5,2.079,1.475,0.0,0.0,0
中国,2,8,4.5,1.33,1.667,0.0,0.0,0
最后,2,8,5.2,1.792,1.667,0.0,0.0,0
觉得,2,8,5.8,1.277,1.906,0.0,0.0,0
肚子,2,8,4.9,1.609,1.667,0.0,0.0,0
应该,2,8,6.9,1.386,1.213,0.0,0.0,0
深蹲,2,8,6.9,1.55,1.609,0.0,0.0,-1
择偶权,3,40,6.1,1.547,1.303,0.0,0.0,-1
南科大,3,34,4.5,1.768,2.754,0.0,0.0,-1
小姐姐,3,32,5.7,2.018,2.284,0.0,0.0,1
皮卡丘,3,29,6.3,2.375,2.166,0.0,0.0,1
健身房,3,25,6.1,2.133,2.33,0.0,0.0,-1
新宝岛,3,20,6.8,2.205,1.952,0.0,0.0,1
年轻人,3,10,4.5,1.792,1.677,0.0,0.0,0
举起来,3,10,4.7,1.677,1.386,0.0,0.0,-1
0公斤,3,9,4.9,1.311,1.748,0.0,0.0,-1
泪目,2,621,4.1,3.208,1.88,2.098,0.6666666666666666,1
英雄,2,450,4.3,1.483,1.386,1.563,0.0,0
老子,2,254,4.4,1.615,1.951,0.867,0.0,0
填词,2,200,4.9,1.831,3.377,0.699,0.0,1
亮剑,2,134,5.6,2.968,3.602,0.465,0.0,1
硬币,2,107,5.3,2.004,2.663,0.371,0.0,1
那个,2,100,4.3,1.792,2.409,0.308,1.0,0
鬼畜,2,89,6.0,2.304,2.843,0.287,0.0,1
兄弟,2,82,6.1,1.365,2.099,0.287,0.0,0
团长,2,76,5.1,2.344,2.909,0.259,0.0,0
百万,2,74,5.6,1.561,1.224,0.252,0.0,0
弹幕,2,62,5.9,2.731,2.583,0.217,0.0,1
什么,2,59,5.8,2.162,3.493,0.203,0.0,0
00,2,52,4.4,1.69,2.117,0.126,0.3333333333333333,-1
朋友,2,52,6.2,2.118,2.092,0.182,0.0,0
可以,2,47,5.4,2.899,2.388,0.164,0.0,0
将军,2,43,6.4,1.883,1.854,0.094,0.0,0
最后,2,42,5.2,2.241,3.059,0.147,0.0,0
投币,2,36,4.7,2.5,2.026,0.115,0.3333333333333333,1
小说,2,36,4.8,2.442,2.332,0.126,0.0,0
歌词,2,35,4.1,1.969,1.881,0.105,0.0,0
up,2,35,6.3,2.245,2.05,0.122,0.0,1
黄字,2,28,6.1,1.847,2.865,0.098,0.0,-1
可惜,2,27,5.7,1.992,1.247,0.094,0.0,0
怎么,2,26,5.7,2.216,2.811,0.091,0.0,0
土匪,2,26,7.3,2.136,2.465,0.091,0.0,0
喜欢,2,26,7.0,1.816,1.566,0.087,0.0,0
翻唱,2,25,6.6,1.63,1.265,0.07,0.0,1
自己,2,25,6.5,1.871,1.741,0.08,0.0,0
字幕,2,24,5.1,1.814,2.58,0.08,0.0,1
知道,2,23,6.3,1.773,2.624,0.08,0.0,0
现在,2,23,5.0,2.197,2.815,0.08,0.0,0
眼睛,2,22,6.7,1.311,1.653,0.077,0.0,0
回来,2,21,4.3,1.748,1.498,0.073,0.0,0
原曲,2,21,6.0,1.609,1.715,0.073,0.0,1
原著,2,21,6.5,1.471,2.187,0.07,0.0,1
抗战,2,20,5.4,1.61,1.4,0.066,0.0,0
赵刚,2,19,7.1,1.906,1.925,0.066,0.0,1
抗日,2,19,5.7,2.393,1.428,0.066,0.0,0
中国,2,16,5.0,1.667,2.303,0.049,0.0,0
真实,2,16,4.3,1.992,1.386,0.052,0.0,0
觉得,2,15,4.6,2.144,1.965,0.052,0.0,0
有点,2,14,4.0,2.197,2.305,0.049,0.0,0
之后,2,13,5.3,1.834,1.748,0.045,0.0,0
中华,2,13,5.9,1.494,1.221,0.045,0.0,0
声音,2,12,5.4,1.581,2.197,0.042,0.0,0
感觉,2,12,5.5,1.56,1.748,0.042,0.0,0
已经,2,11,5.6,1.303,1.972,0.038,0.0,0
段鹏,2,10,7.2,1.946,2.079,0.035,0.0,-1
应该,2,10,4.2,1.792,2.164,0.035,0.0,0
记得,2,10,4.6,1.735,2.025,0.035,0.0,0
丁伟,2,10,7.8,1.386,2.197,0.035,0.0,-1
孔捷,2,9,7.0,1.748,1.906,0.031,0.0,-1
视频,2,9,7.3,1.906,1.609,0.031,0.0,1
天下,2,9,4.2,1.609,1.277,0.028,0.0,0
留下,2,8,4.3,1.748,1.748,0.028,0.0,0
标题,2,8,8.0,1.561,1.213,0.028,0.0,0
大祸,2,8,5.2,1.561,1.475,0.024,0.0,-1
政委,2,8,8.2,1.332,1.792,0.028,0.0,0
李云龙,3,146,5.4,1.837,3.023,0.5,0.0,1
音乐区,3,43,5.9,2.134,2.24,0.15,0.0,1
一番星,3,32,4.3,1.536,1.561,0.112,0.0,-1
骑兵连,3,26,6.1,1.55,1.934,0.091,0.0,1
处女币,3,25,5.3,1.386,1.642,0.087,0.0,1
为什么,3,24,4.7,1.332,2.815,0.08,0.0,0
000,3,15,4.3,1.494,1.241,0.042,0.0,-1
up主,3,15,6.5,1.609,1.887,0.052,0.0,1
鬼畜区,3,14,4.6,2.025,2.398,0.049,0.0,1
电视剧,3,13,6.3,1.845,1.505,0.045,0.0,0
抗日剧,3,10,5.9,1.667,1.561,0.035,0.0,-1
挡字幕,3,9,6.0,1.277,1.561,0.031,0.0,1
二当家,3,8,5.8,1.332,1.277,0.024,0.0,-1
独立团,3,8,5.7,1.792,1.386,0.028,0.0,-1
弹幕,2,331,4.8,1.357,3.061,3.565,0.0,1
上香,2,271,4.7,2.305,2.158,2.652,1.0,1
花q,2,105,4.6,1.561,1.792,1.13,0.1111111111111111,-1
开挂,2,62,5.7,2.053,1.581,0.467,0.0,1
这个,2,34,4.8,1.748,2.693,0.37,0.0,0
没有,2,30,5.5,2.307,1.493,0.304,0.0,0
笑死,2,29,5.9,1.696,1.264,0.315,0.0,1
好听,2,27,5.6,2.395,1.33,0.261,0.2222222222222222,0
真的,2,27,4.7,2.026,2.865,0.293,0.0,0
怎么,2,27,6.2,1.443,2.204,0.293,0.0,0
什么,2,27,6.3,1.921,2.595,0.283,0.0,0
一遍,2,26,5.2,1.412,1.55,0.272,0.0,-1
硬币,2,25,7.0,1.44,1.831,0.272,0.0,1
你们,2,23,5.7,1.675,2.095,0.25,0.0,0
推荐,2,21,7.5,1.366,1.295,0.228,0.0,0
大佬,2,17,6.6,1.471,1.471,0.163,0.2222222222222222,1
鬼畜,2,16,7.6,1.748,1.699,0.174,0.0,1
一次,2,15,5.5,1.494,1.332,0.152,0.0,-1
可以,2,15,6.6,1.386,1.748,0.163,0.0,0
新人,2,12,4.4,1.33,1.475,0.12,0.0,0
鞭尸,2,11,8.0,1.792,1.332,0.12,0.0,1
给你,2,11,4.5,1.581,1.906,0.098,0.1111111111111111,-1
有点,2,10,5.3,1.748,2.164,0.109,0.0,0
芦苇,2,9,8.4,1.386,2.079,0.087,0.0,0
b站,2,8,4.9,1.33,1.748,0.087,0.0,1
食用,2,8,7.5,1.56,1.332,0.087,0.0,0
视频,2,8,8.0,1.906,1.609,0.076,0.0,1
渣渣辉,3,162,4.7,1.567,2.245,1.728,0.0,1
卢本伟,3,52,5.6,2.364,2.385,0.5,0.0,1
高级弹幕,4,228,4.8,3.11,2.331,2.478,0.0,1
up,2,241,4.0,3.136,2.141,1.612,1.0,1
可爱,2,49,4.8,1.625,2.202,0.327,1.0,0
鬼畜,2,47,5.4,2.874,2.453,0.32,0.0,1
蝶衣,2,35,6.0,1.509,1.689,0.231,0.0,-1
什么,2,24,5.4,2.318,2.78,0.15,0.0,0
已经,2,16,6.0,1.987,2.253,0.109,0.0,0
喜欢,2,16,5.9,2.025,1.667,0.102,0.0,0
弹幕,2,15,6.6,2.245,2.272,0.095,0.0,1
这样,2,14,4.7,1.972,2.243,0.095,0.0,0
胆子,2,11,6.2,1.273,1.894,0.075,0.0,0
这里,2,11,4.1,1.748,2.146,0.068,0.0,0
可以,2,11,4.7,2.025,1.561,0.075,0.0,0
怎么,2,10,5.4,1.906,2.164,0.068,0.0,0
那个,2,8,4.2,1.475,1.494,0.054,0.0,0
觉得,2,8,6.4,1.494,1.792,0.054,0.0,0
阿婆主,3,43,4.4,2.311,2.794,0.293,0.0,1
唐先生,3,30,5.5,1.56,2.186,0.204,0.0,-1
张国荣,3,18,5.2,2.352,1.834,0.122,0.0,-1
热情荣,3,8,4.9,1.561,1.33,0.054,0.0,-1
报个平安,4,15,5.8,1.413,1.475,0.095,0.0,-1
不怕哥斯拉,5,28,4.2,1.31,1.475,0.19,0.0,-1
芜湖,2,264,5.3,2.197,1.979,1.429,0.1428571428571428,1
张三,2,255,4.8,1.753,3.455,1.348,1.0,1
起飞,2,61,5.8,1.547,1.277,0.321,0.2857142857142857,0
真的,2,52,4.5,2.007,2.853,0.283,0.0,0
击剑,2,46,6.4,1.277,1.834,0.245,0.0,-1
什么,2,36,6.6,1.803,2.718,0.19,0.1428571428571428,0
张伟,2,34,5.0,2.441,2.665,0.179,0.0,-1
这个,2,30,4.8,1.951,2.931,0.163,0.0,0
老师,2,27,5.5,1.474,2.926,0.125,0.0,0
鬼畜,2,26,6.8,2.146,1.981,0.141,0.0,1
李四,2,23,7.2,1.768,1.887,0.125,0.0,-1
三连,2,23,4.6,2.146,1.687,0.114,0.0,1
tm,2,22,5.9,1.79,2.554,0.12,0.0,-1
死刑,2,22,5.4,2.025,1.421,0.114,0.0,0
up,2,21,4.9,1.631,1.639,0.114,0.0,1
可以,2,21,6.4,1.979,1.972,0.092,0.4285714285714285,0
百万,2,21,6.4,1.631,2.245,0.114,0.0,0
开车,2,18,5.9,2.043,2.025,0.092,0.0,0
直接,2,18,7.2,2.098,2.264,0.098,0.0,0
怎么,2,16,6.6,2.095,2.243,0.087,0.0,0
就是,2,14,4.4,2.205,2.305,0.076,0.0,0
剪辑,2,13,7.8,1.946,2.043,0.071,0.0,1
魔鬼,2,13,6.3,1.332,1.561,0.071,0.0,0
表示,2,12,7.9,1.768,1.609,0.065,0.0,0
视频,2,11,7.6,1.846,2.164,0.06,0.0,1
ng,2,11,4.6,1.264,1.733,0.049,0.0,-1
没有,2,11,4.1,2.197,2.303,0.06,0.0,0
押韵,2,11,8.2,1.946,1.609,0.06,0.0,1
节奏,2,9,8.3,1.33,1.386,0.043,0.0,0
ub,2,8,4.0,1.667,1.386,0.043,0.0,-1
开始,2,8,6.8,1.332,1.242,0.043,0.0,0
00万,3,30,4.1,1.623,1.821,0.163,0.0,-1
罗老师,3,14,6.5,1.386,2.303,0.054,0.0,1
是什么,3,13,4.8,2.146,1.55,0.071,0.0,-1
是真的,3,10,4.1,1.427,1.498,0.054,0.0,-1
你不对劲,4,363,4.2,1.474,1.681,1.929,0.8571428571428571,-1
好听,2,54,4.3,2.662,2.305,0.396,0.0,0
填词,2,32,5.6,1.399,1.733,0.239,0.0,1
调音,2,25,5.7,1.339,1.537,0.187,0.0,1
魔鬼,2,22,5.8,1.461,1.667,0.164,0.0,0
什么,2,22,6.0,1.722,2.138,0.164,0.0,0
有点,2,15,5.1,1.889,1.772,0.112,0.0,0
节奏,2,14,6.9,2.025,2.254,0.104,0.0,0
简介,2,14,6.9,1.677,1.561,0.104,0.0,1
这个,2,13,4.3,1.386,2.458,0.09,1.0,0
er,2,10,4.1,1.498,1.33,0.067,0.0,-1
感觉,2,9,6.5,1.332,1.748,0.067,0.0,0
弹幕,2,9,5.4,1.475,1.609,0.067,0.0,1
如止水,3,37,4.8,1.306,1.608,0.269,0.0,-1
蔡徐坤,3,12,5.3,2.043,2.043,0.09,0.0,1
心如止水,4,17,4.9,1.494,1.253,0.127,0.0,-1
