SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0.0,0.142122933,54.0,0.0,2859.0,0.5,18.0,0.0,3.0,0.0,1.0
0.0,0.950578489,30.0,0.0,0.177842566,2400.0,5.0,0.0,0.0,0.0,0.0
0.0,0.0,83.0,0.0,4.0,1451.0,5.0,0.0,0.0,0.0,0.0
0.0,0.0,50.0,0.0,0.370589524,9125.0,9.0,0.0,2.0,0.0,0.0
0.0,0.087225384,39.0,0.0,180.0,12.5,6.0,0.0,0.0,0.0,0.0
0.0,0.669452849,34.0,0.0,0.507854899,3500.0,8.0,0.0,1.0,0.0,0.0
0.0,0.032614472,71.0,0.0,0.016991504,2000.0,4.0,0.0,0.0,0.0,0.0
0.0,0.123391774,37.0,1.0,0.562227603,4129.0,11.0,0.0,3.0,0.0,2.0
0.0,0.9999999,67.0,0.0,0.432045436,12500.0,9.0,0.0,3.0,0.0,0.0
0.0,0.702287049,72.0,0.0,0.264388489,6671.0,14.0,0.0,0.0,0.0,0.0
0.0,0.0,51.0,0.0,0.338650161,8400.0,8.0,0.0,2.0,0.0,2.0
0.0,0.226957563,80.0,0.0,0.4375,4079.0,11.0,0.0,1.0,0.0,1.0
0.0,0.183996427,30.0,1.0,0.149640041,5833.0,7.0,0.0,0.0,0.0,0.0
0.0,0.421819025,51.0,0.0,0.15275201,3233.0,7.0,0.0,0.0,0.0,0.0
0.0,0.489150362,48.0,0.0,0.199764752,5100.0,4.0,0.0,0.0,0.0,3.0
0.0,0.184476515,32.0,0.0,0.444956049,7166.0,11.0,0.0,2.0,0.0,0.0
0.0,0.142704621,55.0,0.0,0.4306894,5395.0,20.0,0.0,2.0,0.0,0.0
0.0,0.331963164,43.0,0.0,0.262207846,9583.0,9.0,0.0,1.0,0.0,0.0
0.0,0.070853769,55.0,0.0,0.073147745,13793.0,4.0,0.0,1.0,0.0,0.0
0.0,0.002140774,75.0,0.0,0.096807415,7767.0,7.0,0.0,1.0,0.0,0.0
0.0,0.9999999,54.0,0.0,2620.0,0.0,8.0,0.0,2.0,0.0,5.0
0.0,0.045529838,79.0,0.0,0.285317534,5400.0,15.0,0.0,1.0,0.0,0.0
0.0,0.984542138,44.0,1.0,0.444235925,7459.0,5.0,0.0,1.0,0.0,2.0
0.0,0.0,27.0,2.0,0.229139073,2264.0,5.0,2.0,0.0,1.0,0.0
0.0,0.2128856,66.0,0.0,0.351891786,5100.0,10.0,0.0,1.0,0.0,0.0
0.0,0.188116791,54.0,0.0,0.460296772,9973.0,30.0,0.0,2.0,0.0,0.0
0.0,0.524471835,52.0,1.0,0.474310777,6383.0,10.0,0.0,1.0,0.0,1.0
0.0,0.524915836,32.0,0.0,969.0,0.5,6.0,0.0,0.0,0.0,0.0
0.0,0.013669372,51.0,0.0,0.185600361,13291.0,9.0,0.0,2.0,0.0,1.0
0.0,0.9999999,37.0,0.0,0.282190132,3323.0,5.0,3.0,1.0,3.0,2.0
0.0,0.0,45.0,0.0,0.326406399,11500.0,7.0,0.0,2.0,0.0,0.0
0.0,0.014299796,73.0,0.0,0.177414502,9970.0,6.0,0.0,1.0,0.0,0.0
1.0,0.081099792,33.0,2.0,0.09179204,5250.0,10.0,0.0,0.0,0.0,1.0
0.0,0.9999999,50.0,1.0,0.200315102,4442.0,2.0,1.0,1.0,0.0,3.0
0.0,0.104287893,30.0,0.0,55.0,0.5,2.0,0.0,0.0,0.0,0.0
0.0,0.0,24.0,0.0,0.173375428,3800.0,8.0,1.0,0.0,0.0,0.0
0.0,0.995313964,30.0,1.0,0.154133002,3217.0,6.0,0.0,0.0,0.0,1.0
0.0,0.026318531,51.0,0.0,1.019579254,4800.0,15.0,0.0,2.0,0.0,0.0
0.0,0.279441118,57.0,0.0,0.001332889,3000.0,1.0,0.0,0.0,0.0,1.0
1.0,0.685988373,59.0,0.0,0.322432655,8500.0,6.0,0.0,1.0,0.0,1.0
0.0,0.506558797,49.0,0.0,0.335743404,13000.0,16.0,0.0,2.0,0.0,4.0
0.0,0.673097183,68.0,0.0,0.607735925,4937.0,6.0,0.0,1.0,0.0,0.0
1.0,0.752445768,55.0,2.0,0.305395683,2779.0,5.0,2.0,0.0,1.0,0.0
0.0,0.128874845,37.0,0.0,0.225129145,6000.0,8.0,0.0,2.0,0.0,3.0
0.0,0.482964796,34.0,0.0,0.186534898,3237.0,5.0,0.0,0.0,0.0,0.0
0.0,0.191208188,61.0,0.0,0.152735351,3600.0,11.0,0.0,0.0,0.0,0.0
0.0,0.106091621,49.0,0.0,1.013997201,5000.0,11.0,0.0,3.0,0.0,2.0
0.0,0.467479789,44.0,0.0,0.553868937,2700.0,8.0,0.0,2.0,0.0,0.0
0.0,0.047888462,74.0,0.0,414.0,0.0,15.0,0.0,0.0,0.0,0.0
0.0,0.568289199,58.0,1.0,0.367469378,12000.0,11.0,0.0,2.0,0.0,0.0
0.0,0.0,24.0,0.0,0.0,3100.0,1.0,0.0,0.0,0.0,0.0
0.0,0.9999999,34.0,0.0,0.019988895,1800.0,0.0,3.0,0.0,0.0,2.0
0.0,0.734227847,37.0,0.0,0.888467015,4213.0,7.0,0.0,1.0,0.0,3.0
0.0,0.0,37.0,0.0,0.507123219,4000.0,6.0,0.0,1.0,0.0,0.0
0.0,0.9999999,46.0,0.0,0.140330642,2600.0,1.0,0.0,0.0,0.0,6.0
0.0,0.080634898,48.0,0.0,0.131345763,10833.0,5.0,0.0,2.0,0.0,4.0
0.0,0.018333817,53.0,0.0,0.11428337,12188.0,11.0,0.0,1.0,0.0,2.0
0.0,1.034386246,26.0,0.0,0.087248322,3128.0,2.0,0.0,0.0,0.0,0.0
0.0,0.036483743,46.0,0.0,0.310502283,4598.0,12.0,0.0,1.0,0.0,0.0
0.0,0.492262577,43.0,0.0,0.355824264,12404.0,13.0,0.0,1.0,0.0,4.0
0.0,0.022890862,64.0,0.0,77.0,0.0,3.0,0.0,0.0,0.0,0.0
0.0,0.752642102,48.0,0.0,0.37416876,6766.0,5.0,0.0,2.0,0.0,0.0
0.0,0.109278443,54.0,0.0,1370.0,0.5,5.0,0.0,1.0,0.0,0.0
0.0,0.022137168,45.0,0.0,2144.0,0.5,5.0,0.0,1.0,0.0,0.0
0.0,0.102950576,43.0,1.0,0.252274773,10000.0,18.0,0.0,3.0,0.0,3.0
0.0,0.924075924,42.0,3.0,0.011978917,6260.0,2.0,0.0,0.0,2.0,0.0
0.0,0.022179036,55.0,0.0,0.41469319,9500.0,8.0,0.0,2.0,0.0,3.0
0.0,0.095245924,41.0,0.0,1908.0,0.5,14.0,0.0,1.0,0.0,0.0
0.0,0.810879275,48.0,0.0,0.133116883,7083.0,11.0,0.0,0.0,0.0,0.0
0.0,0.267384436,70.0,0.0,0.415434084,1554.0,14.0,0.0,1.0,0.0,0.0
1.0,0.714226203,28.0,2.0,0.197586727,1325.0,6.0,0.0,0.0,0.0,0.0
0.0,1.059850374,28.0,0.0,0.005466615,2560.0,2.0,0.0,0.0,1.0,3.0
1.0,0.042837823,75.0,0.0,0.473276991,8400.0,17.0,0.0,2.0,0.0,0.0
0.0,0.9999999,54.0,0.0,0.136807818,3683.0,1.0,0.0,0.0,0.0,0.0
0.0,0.9999999,34.0,0.0,1.115169288,3750.0,2.0,0.0,1.0,0.0,0.0
0.0,0.119207845,38.0,0.0,0.296159916,1900.0,3.0,0.0,0.0,0.0,1.0
0.0,0.005849708,49.0,0.0,561.0,0.5,3.0,0.0,0.0,0.0,0.0
0.0,0.756949537,39.0,0.0,0.755688176,2680.0,6.0,0.0,1.0,0.0,1.0
0.0,0.772934899,62.0,0.0,2165.0,0.5,7.0,0.0,1.0,0.0,0.0
0.0,0.851018623,53.0,0.0,0.088066931,2270.0,10.0,0.0,0.0,0.0,0.0
0.0,0.266329338,39.0,0.0,0.035672642,27443.0,6.0,0.0,0.0,0.0,0.0
0.0,0.0,51.0,0.0,421.0,0.5,8.0,0.0,0.0,0.0,0.0
0.0,0.0,65.0,0.0,0.038370253,7583.0,8.0,0.0,0.0,0.0,0.0
0.0,0.9999999,58.0,0.0,28.0,0.0,3.0,1.0,0.0,0.0,0.0
0.0,0.0,76.0,0.0,272.0,0.0,6.0,0.0,0.0,0.0,0.0
0.0,0.149496514,37.0,0.0,0.771021144,6100.0,4.0,0.0,2.0,0.0,0.0
0.0,0.615059839,47.0,0.0,2.777496839,790.0,7.0,0.0,0.0,0.0,0.0
0.0,0.0760949,59.0,1.0,0.019381634,6500.0,3.0,0.0,0.0,0.0,2.0
0.0,0.9999999,60.0,0.0,0.0,3140.0,1.0,0.0,0.0,0.0,0.0
0.0,0.16388759,31.0,0.0,0.040682415,2285.0,3.0,0.0,0.0,0.0,1.0
0.0,0.439938278,61.0,0.0,0.389193049,4200.0,4.0,1.0,2.0,1.0,1.0
0.0,0.255610417,54.0,0.0,0.528550512,3414.0,9.0,0.0,1.0,0.0,1.0
0.0,0.075568999,55.0,0.0,0.180576254,16103.0,18.0,0.0,1.0,0.0,0.0
0.0,0.804055573,44.0,2.0,3866.0,0.0,8.0,0.0,2.0,0.0,1.0
0.0,0.00089991,42.0,0.0,161.0,12.5,2.0,0.0,0.0,0.0,0.0
0.0,0.039711002,49.0,0.0,0.004582951,12000.0,5.0,0.0,0.0,0.0,0.0
0.0,0.186223251,58.0,1.0,0.251769464,8900.0,11.0,0.0,1.0,0.0,3.0
0.0,0.012199756,78.0,0.0,0.011242973,1600.0,9.0,0.0,0.0,0.0,0.0
0.0,0.017213822,62.0,0.0,0.004587156,5667.0,7.0,0.0,0.0,0.0,0.0
0.0,0.006842681,54.0,0.0,0.226297055,9270.0,11.0,0.0,0.0,0.0,0.0
0.0,0.568320818,57.0,0.0,0.79273348,4100.0,7.0,0.0,3.0,0.0,0.0
0.0,0.715472162,37.0,1.0,0.124441308,4250.0,3.0,0.0,0.0,0.0,3.0
1.0,0.029078837,45.0,1.0,21.0,125.5,4.0,0.0,0.0,0.0,0.0
0.0,0.0,41.0,0.0,0.0,4170.0,3.0,0.0,0.0,0.0,0.0
0.0,0.022213,76.0,0.0,1419.0,0.5,6.0,0.0,1.0,0.0,0.0
1.0,0.9999999,70.0,1.0,520.0,0.5,3.0,0.0,1.0,1.0,0.0
0.0,0.032769199,70.0,0.0,724.0,0.0,11.0,0.0,1.0,0.0,0.0
0.0,0.0,70.0,0.0,0.0,3500.0,6.0,0.0,0.0,0.0,0.0
0.0,0.052872172,48.0,0.0,994.0,0.5,8.0,0.0,1.0,0.0,0.0
0.0,0.012497419,64.0,0.0,0.184044106,6166.0,13.0,0.0,1.0,0.0,0.0
0.0,0.9999999,34.0,1.0,0.0,5400.0,0.0,1.0,0.0,0.0,0.0
0.0,0.092883184,55.0,0.0,2310.0,0.0,15.0,0.0,2.0,0.0,0.0
0.0,0.041992219,32.0,0.0,85.0,0.5,7.0,0.0,0.0,0.0,0.0
1.0,0.150407085,45.0,0.0,0.13027179,3200.0,3.0,0.0,0.0,0.0,0.0
0.0,0.093935543,68.0,0.0,0.233612753,7276.0,14.0,0.0,1.0,0.0,0.0
0.0,0.191958515,45.0,0.0,0.318833764,8505.0,4.0,0.0,1.0,0.0,1.0
0.0,0.998766708,51.0,0.0,0.557243708,6515.0,5.0,0.0,1.0,0.0,3.0
0.0,0.207879212,48.0,0.0,0.34610904,8583.0,3.0,0.0,1.0,0.0,3.0
0.0,0.948979117,31.0,0.0,0.73636104,3500.0,9.0,0.0,1.0,0.0,0.0
0.0,0.291791196,61.0,0.0,0.748556344,6060.0,6.0,0.0,2.0,0.0,0.0
0.0,0.159581318,50.0,0.0,3781.0,0.5,12.0,0.0,1.0,0.0,2.0
0.0,0.254232769,49.0,0.0,0.579759217,5315.0,9.0,0.0,2.0,0.0,0.0
0.0,0.600289222,26.0,0.0,0.411100659,2125.0,3.0,0.0,0.0,0.0,0.0
1.0,0.9999999,42.0,0.0,0.392871287,5049.0,4.0,2.0,2.0,0.0,2.0
0.0,0.029164236,31.0,0.0,0.395031809,3300.0,10.0,0.0,1.0,0.0,0.0
0.0,0.0,59.0,0.0,0.0,4200.0,7.0,0.0,0.0,0.0,1.0
0.0,0.316026232,29.0,0.0,0.1375,3519.0,4.0,0.0,0.0,0.0,1.0
0.0,0.157943445,59.0,1.0,0.480923222,4245.0,17.0,0.0,2.0,0.0,1.0
0.0,0.750873672,55.0,2.0,0.316416365,7723.0,17.0,0.0,1.0,0.0,1.0
0.0,0.0,49.0,0.0,0.465512685,7567.0,9.0,0.0,3.0,0.0,1.0
0.0,0.708037614,54.0,0.0,0.310281772,12030.0,9.0,0.0,2.0,0.0,2.0
0.0,0.177524045,49.0,1.0,0.417318329,5242.0,9.0,0.0,2.0,0.0,2.0
0.0,0.152989801,65.0,0.0,704.0,0.0,4.0,0.0,1.0,0.0,0.0
0.0,1982.0,33.0,0.0,0.144981877,8000.0,4.0,0.0,0.0,0.0,0.0
0.0,0.382021683,55.0,0.0,0.494625448,12000.0,10.0,0.0,2.0,0.0,1.0
0.0,0.009495252,56.0,0.0,0.055031668,7104.0,2.0,0.0,0.0,0.0,1.0
0.0,0.0,61.0,0.0,0.0,4066.5,2.0,0.0,0.0,0.0,0.0
1.0,1.305647841,32.0,1.0,713.0,0.0,3.0,0.0,0.0,0.0,1.0
0.0,0.644635132,51.0,0.0,0.329279827,7400.0,11.0,0.0,2.0,0.0,1.0
0.0,0.73076203,68.0,0.0,3618.0,0.5,11.0,0.0,1.0,0.0,1.0
0.0,0.009631325,72.0,1.0,378.0,1.0,5.0,1.0,2.0,0.0,0.0
0.0,0.04719764,74.0,0.0,0.37567161,9305.0,8.0,0.0,5.0,0.0,8.0
0.0,0.0,81.0,0.0,0.0,1800.0,6.0,0.0,0.0,0.0,0.0
0.0,0.087759184,42.0,0.0,5.757475083,300.0,7.0,0.0,1.0,0.0,1.0
0.0,0.069540939,87.0,0.0,740.0,0.0,7.0,0.0,0.0,0.0,0.0
1.0,0.592001702,34.0,2.0,0.510686164,5333.0,6.0,1.0,1.0,0.0,0.0
0.0,0.487113996,44.0,0.0,0.681210232,7700.0,21.0,0.0,2.0,0.0,2.0
0.0,0.037915017,40.0,0.0,1.579545455,1583.0,14.0,0.0,3.0,0.0,0.0
0.0,0.423779656,35.0,0.0,2277.0,0.0,3.0,0.0,1.0,0.0,0.0
0.0,0.391878104,61.0,0.0,1456.0,0.5,10.0,0.0,1.0,0.0,0.0
0.0,0.9999999,57.0,0.0,1380.0,0.5,2.0,0.0,1.0,0.0,0.0
0.0,2.837806547,64.0,2.0,0.411417144,11000.0,8.0,0.0,2.0,0.0,2.0
0.0,0.060994917,28.0,1.0,21.0,50.0,4.0,0.0,0.0,0.0,0.0
0.0,0.173928812,29.0,0.0,1658.0,0.0,3.0,0.0,1.0,0.0,0.0
1.0,0.781885397,44.0,1.0,0.608878224,5000.0,10.0,2.0,1.0,1.0,0.0
0.0,0.159749049,56.0,0.0,0.502326341,12250.0,26.0,0.0,1.0,0.0,0.0
0.0,0.050802925,74.0,0.0,0.005395463,16309.0,6.0,0.0,0.0,0.0,0.0
0.0,0.011572498,33.0,0.0,0.178455386,4000.0,5.0,0.0,1.0,0.0,0.0
0.0,0.396698851,30.0,0.0,1.548117155,2150.0,15.0,0.0,2.0,0.0,0.0
1.0,0.9999999,48.0,4.0,1.195921631,2500.0,5.0,1.0,3.0,1.0,0.0
0.0,0.9999999,49.0,1.0,0.276734694,1224.0,6.0,0.0,0.0,0.0,0.0
0.0,0.723062938,42.0,0.0,0.44612206,6291.0,10.0,0.0,2.0,0.0,0.0
0.0,0.429471634,54.0,0.0,0.596519135,10686.0,23.0,0.0,4.0,0.0,0.0
0.0,0.025931605,68.0,0.0,1480.0,0.5,3.0,1.0,1.0,0.0,0.0
0.0,0.0,30.0,0.0,0.0,4700.0,1.0,0.0,0.0,0.0,1.0
0.0,0.168677611,76.0,0.0,0.137035949,10208.0,7.0,0.0,2.0,0.0,0.0
0.0,0.003157687,32.0,0.0,1.0,5221.0,1.0,0.0,0.0,0.0,0.0
0.0,0.308882799,52.0,1.0,0.112865538,14122.0,10.0,0.0,1.0,2.0,0.0
0.0,0.709779693,56.0,0.0,0.360867559,4333.0,9.0,0.0,1.0,0.0,0.0
1.0,0.953343701,48.0,2.0,2073.0,0.5,5.0,1.0,2.0,2.0,0.0
0.0,0.014817134,62.0,0.0,0.005998081,4167.0,3.0,0.0,0.0,0.0,0.0
0.0,0.107287794,49.0,0.0,0.421722336,4400.0,10.0,0.0,2.0,0.0,1.0
0.0,0.293639407,57.0,0.0,0.34318555,15833.0,9.0,0.0,2.0,0.0,3.0
1.0,0.841158841,30.0,1.0,259.0,0.5,3.0,1.0,0.0,0.0,1.0
0.0,0.712165374,52.0,0.0,0.219445139,4000.0,13.0,0.0,0.0,0.0,0.0
0.0,0.490228161,57.0,0.0,0.613844588,2946.0,5.0,0.0,2.0,0.0,1.0
0.0,0.704073982,28.0,1.0,0.155201143,4200.0,8.0,0.0,0.0,0.0,0.0
0.0,0.107560312,45.0,0.0,0.41928911,4416.0,5.0,0.0,2.0,0.0,1.0
0.0,0.688656858,28.0,1.0,0.138661632,4766.0,10.0,0.0,0.0,0.0,0.0
0.0,0.441019964,51.0,1.0,0.512074396,6666.0,16.0,0.0,2.0,0.0,2.0
0.0,0.015856388,74.0,0.0,0.009059669,3200.0,9.0,0.0,0.0,0.0,0.0
0.0,0.0,90.0,0.0,40.0,36.0,10.0,0.0,0.0,0.0,0.0
0.0,0.846909262,60.0,0.0,4886.0,0.0,15.0,0.0,1.0,0.0,0.0
0.0,0.823466387,56.0,0.0,0.300223799,21000.0,11.0,0.0,1.0,0.0,1.0
0.0,0.588163415,60.0,1.0,0.561787642,3333.0,7.0,0.0,2.0,0.0,2.0
0.0,1.018687527,42.0,2.0,0.024183127,5416.0,4.0,0.0,0.0,0.0,0.0
0.0,0.008575108,42.0,0.0,0.324908015,6250.0,9.0,0.0,1.0,0.0,0.0
0.0,0.010402205,68.0,0.0,0.094140517,3600.0,6.0,0.0,1.0,0.0,0.0
0.0,0.695430457,46.0,0.0,0.206205005,5833.0,7.0,0.0,0.0,0.0,2.0
0.0,0.607897734,54.0,0.0,0.254981787,9333.0,6.0,0.0,1.0,0.0,6.0
0.0,0.099376766,45.0,0.0,0.235593025,8658.0,9.0,0.0,2.0,0.0,3.0
0.0,0.083189108,46.0,0.0,0.2223968,7000.0,6.0,0.0,1.0,0.0,3.0
0.0,0.0,69.0,0.0,0.284428893,4000.0,9.0,0.0,1.0,0.0,1.0
0.0,0.133401116,49.0,1.0,0.183125767,5700.0,11.0,0.0,0.0,0.0,1.0
0.0,1.019993336,32.0,2.0,0.213344241,11000.0,7.0,0.0,1.0,0.0,0.0
1.0,0.674689872,53.0,1.0,0.404997177,7083.0,8.0,0.0,1.0,0.0,2.0
0.0,0.002841132,62.0,0.0,0.036148285,6500.0,19.0,0.0,1.0,0.0,0.0
0.0,0.012779983,93.0,0.0,1402.0,0.5,7.0,0.0,1.0,0.0,0.0
0.0,0.028047149,56.0,0.0,0.274523641,2833.0,11.0,0.0,1.0,0.0,0.0
0.0,0.0,81.0,0.0,0.172887682,5893.0,9.0,0.0,1.0,0.0,1.0
0.0,0.619487857,66.0,0.0,0.296376032,8360.0,10.0,0.0,3.0,0.0,1.0
0.0,0.060807806,54.0,0.0,0.301064807,18500.0,11.0,0.0,4.0,0.0,1.0
0.0,0.9999999,59.0,1.0,0.432615534,4132.0,3.0,0.0,1.0,1.0,6.0
0.0,0.547093227,49.0,1.0,0.462174941,5075.0,9.0,0.0,1.0,0.0,2.0
0.0,0.001578809,47.0,0.0,0.389471639,5147.0,5.0,0.0,2.0,0.0,0.0
0.0,0.002266357,44.0,0.0,0.490420222,6210.0,6.0,0.0,1.0,0.0,2.0
0.0,0.349934315,59.0,0.0,0.072851296,7329.0,5.0,0.0,0.0,0.0,0.0
0.0,0.336605818,53.0,1.0,0.175374963,10200.0,8.0,0.0,1.0,0.0,1.0
0.0,0.576439763,66.0,0.0,0.263706794,3355.0,9.0,0.0,1.0,0.0,0.0
0.0,0.089767804,31.0,0.0,0.007923407,3028.0,3.0,0.0,0.0,0.0,0.0
0.0,0.443696851,27.0,0.0,0.024340075,5833.0,4.0,0.0,0.0,0.0,0.0
0.0,0.248477407,43.0,0.0,0.412845775,15833.0,18.0,0.0,4.0,1.0,1.0
0.0,0.865423051,48.0,0.0,0.075848303,500.0,1.0,0.0,0.0,0.0,0.0
0.0,0.22486989,43.0,0.0,0.423139259,8020.0,11.0,0.0,2.0,0.0,2.0
1.0,0.546382979,30.0,0.0,0.829894434,4167.0,6.0,0.0,2.0,0.0,2.0
0.0,0.041281461,44.0,0.0,0.725578769,7083.0,11.0,0.0,3.0,0.0,2.0
0.0,0.034249144,31.0,0.0,0.059350504,6250.0,4.0,0.0,0.0,0.0,0.0
0.0,0.015433205,52.0,0.0,1802.0,0.0,13.0,0.0,2.0,0.0,2.0
0.0,0.996392986,52.0,0.0,0.355192505,8752.0,15.0,0.0,2.0,0.0,2.0
0.0,0.233568857,52.0,0.0,3187.0,0.0,7.0,0.0,1.0,0.0,0.0
0.0,0.02121962,56.0,1.0,0.501766549,15000.0,16.0,0.0,5.0,1.0,1.0
0.0,0.002978633,85.0,0.0,0.001047519,10500.0,12.0,0.0,0.0,0.0,0.0
0.0,0.16279186,68.0,0.0,2262.0,0.5,9.0,0.0,1.0,0.0,0.0
0.0,0.943309873,73.0,0.0,3.629550321,466.0,6.0,0.0,0.0,0.0,0.0
1.0,0.655316473,63.0,0.0,5223.0,0.0,19.0,0.0,2.0,0.0,0.0
0.0,0.185918086,51.0,0.0,0.225177305,7331.0,17.0,0.0,1.0,0.0,0.0
0.0,0.9999999,35.0,1.0,0.331213085,2200.0,3.0,0.0,1.0,0.0,0.0
0.0,0.056264791,47.0,0.0,0.260212575,7808.0,5.0,0.0,1.0,0.0,3.0
0.0,0.279030147,33.0,0.0,0.596565019,2852.0,6.0,0.0,1.0,0.0,0.0
0.0,0.024038701,48.0,0.0,0.083044983,2600.0,6.0,0.0,0.0,0.0,0.0
0.0,0.0,84.0,0.0,0.188712522,1700.0,5.0,0.0,0.0,0.0,0.0
0.0,0.384329691,37.0,1.0,0.174006189,4200.0,10.0,0.0,0.0,0.0,0.0
0.0,0.201132761,65.0,0.0,0.248417722,7583.0,9.0,0.0,2.0,0.0,0.0
0.0,0.018921393,51.0,0.0,0.00523195,8600.0,6.0,0.0,0.0,0.0,0.0
1.0,0.317477953,45.0,2.0,0.069594035,7241.0,11.0,0.0,0.0,0.0,0.0
0.0,0.861585778,48.0,1.0,0.313303547,10966.0,14.0,0.0,1.0,0.0,0.0
0.0,0.308857301,31.0,0.0,0.07447646,6350.0,8.0,1.0,0.0,1.0,0.0
0.0,0.180280146,47.0,0.0,0.02849715,10000.0,4.0,0.0,0.0,0.0,5.0
1.0,0.873510188,50.0,0.0,0.196677051,4814.0,6.0,0.0,0.0,0.0,6.0
0.0,0.219540157,31.0,0.0,220.0,0.5,4.0,0.0,0.0,0.0,0.0
0.0,0.467968802,30.0,0.0,0.24635993,5150.0,5.0,0.0,1.0,0.0,0.0
0.0,0.067120805,45.0,0.0,2555.0,0.0,5.0,0.0,2.0,0.0,0.0
0.0,0.434400757,35.0,0.0,721.0,0.0,5.0,0.0,0.0,0.0,1.0
0.0,0.053798753,62.0,0.0,0.416908013,7250.0,13.0,0.0,2.0,0.0,2.0
0.0,0.020310415,67.0,0.0,0.189691593,7100.0,11.0,0.0,2.0,0.0,2.0
0.0,0.049580168,25.0,0.0,0.001172791,2557.0,3.0,0.0,0.0,0.0,0.0
0.0,0.030586236,36.0,1.0,0.310935893,2916.0,5.0,0.0,0.0,0.0,2.0
0.0,0.147996253,55.0,0.0,0.323088235,6799.0,5.0,0.0,1.0,0.0,0.0
0.0,0.031775635,43.0,0.0,0.314567029,3960.0,9.0,0.0,2.0,0.0,1.0
