Word,Num,Frequence,Mut,Freedom_L,Freedom_R,Rep,Den,Bvid,Tname,View,Like,Danmaku,Reply,Coin,Share,Favorite,Length,Mark
丞相,2,21,8.7,3.361,4.107,2.000,0.031,BV1oE411M74u,鬼畜剧场,5196024,379506,96416,5672,282652,97216,188102,651,1
丞相,2,38,7.4,3.607,3.519,14.000,0.091,BV1T4411f7yB,人力VOCALOID,3456514,142890,19232,6682,122239,10919,111403,264,1
两倍速,3,27,6.0,4.106,4.060,1.000,0.329,BV16E411g7Wp,鬼畜调教,14094497,935818,26819,6148,287875,80501,367484,82,1
两倍,2,52,5.8,4.950,2.606,2.000,0.622,BV16E411g7Wp,鬼畜调教,14094497,935818,26819,6148,287875,80501,367484,82,1
两小时前,4,18,6.3,3.150,3.081,1.000,0.083,BV1Jt411F7vW,搞笑,1447252,119401,10251,1634,83261,16011,44088,217,1
两开花,3,37,5.4,2.127,4.317,2.000,0.028,BV1Yt411k74f,网络游戏,1011778,8155,2841,403,3366,779,3445,1230,1
两开花,3,38,6.5,3.503,2.805,2.000,0.105,BV17t41187uZ,鬼畜调教,6512580,370555,33586,13707,368143,145025,246093,306,1
个屁,2,25,5.5,2.320,4.244,1.000,0.113,BV1cE411477E,人力VOCALOID,1414859,134956,31453,9373,38864,8994,19883,221,-1
中二少年,4,56,5.4,3.721,3.968,1.000,0.659,BV1Dx41197qc,鬼畜调教,1551867,56373,3275,1761,9184,11737,22094,85,-1
中二,2,144,5.3,4.490,3.628,1.000,1.694,BV1Dx41197qc,鬼畜调教,1551867,56373,3275,1761,9184,11737,22094,85,1
中国团长,4,20,6.9,3.446,3.784,1.000,0.031,BV1oE411M74u,鬼畜剧场,5196024,379506,96416,5672,282652,97216,188102,651,-1
中国速度,4,33,5.7,4.390,4.574,1.000,0.258,BV1Qg4y1z7uc,人力VOCALOID,1309760,87320,3287,1518,32143,13065,19206,128,1
中国队长,4,36,7.0,3.893,4.628,1.000,0.055,BV1oE411M74u,鬼畜剧场,5196024,379506,96416,5672,282652,97216,188102,651,-1
中国,2,31,6.7,3.482,2.256,1.000,0.035,BV1zx411V7r2,单机游戏,4250731,138293,33322,2478,102181,13336,38768,884,0
中国,2,92,7.1,4.495,2.767,1.000,0.141,BV1oE411M74u,鬼畜剧场,5196024,379506,96416,5672,282652,97216,188102,651,0
中国boy,5,114,5.6,5.337,3.991,1.000,0.238,BV1Hs411N7BJ,鬼畜调教,1373958,49492,9791,1208,45094,29635,38983,478,1
中日,2,17,5.7,2.931,2.463,1.000,0.026,BV1oE411M74u,鬼畜剧场,5196024,379506,96416,5672,282652,97216,188102,651,-1
丰兄,2,18,6.0,3.614,2.474,2.000,0.060,BV1bb411v7b2,影视杂谈,1423913,109531,6542,1780,80273,9488,27404,284,-1
为什么要,4,17,5.5,3.690,3.264,1.000,0.077,BV1cE411477E,人力VOCALOID,1414859,134956,31453,9373,38864,8994,19883,221,-1
为什么,3,18,5.1,4.059,3.461,1.000,0.032,BV1Jt411r7yv,鬼畜调教,1735236,57209,10468,2474,70747,50549,42020,556,0
为什么,3,18,5.7,3.044,2.864,1.000,0.184,BV1vE41147bi,人力VOCALOID,2050540,218129,37575,9352,86092,9363,45110,98,0
为什么,3,28,6.0,4.236,2.705,1.000,0.117,BV1U441127NE,鬼畜调教,3416379,226168,18975,2862,135633,18993,111063,240,0
为什么,3,31,5.9,3.954,3.821,3.000,0.128,BV1KJ411w7dT,鬼畜调教,1358196,94423,23267,4401,63517,11021,37413,218,0
为什么,3,33,5.2,3.908,4.223,1.000,0.094,BV1wb411A7rc,搞笑,2671992,75930,12355,4291,34050,13658,10306,352,0
为什么,3,34,6.0,3.991,3.129,1.000,0.415,BV16E411g7Wp,鬼畜调教,14094497,935818,26819,6148,287875,80501,367484,82,0
为什么,3,38,5.2,4.514,3.136,1.000,0.172,BV1cE411477E,人力VOCALOID,1414859,134956,31453,9373,38864,8994,19883,221,0
为什么,3,81,6.6,4.812,3.875,2.000,0.123,BV1oE411M74u,鬼畜剧场,5196024,379506,96416,5672,282652,97216,188102,651,0
为啥,2,17,6.9,3.970,3.057,1.000,0.026,BV1oE411M74u,鬼畜剧场,5196024,379506,96416,5672,282652,97216,188102,651,0
为所欲为,4,49,6.2,4.645,4.824,3.000,0.053,BV1zx411V7r2,单机游戏,4250731,138293,33322,2478,102181,13336,38768,884,1
主播,2,21,5.8,2.944,3.821,2.000,0.015,BV1Yt411k74f,网络游戏,1011778,8155,2841,403,3366,779,3445,1230,-1
主播,2,24,5.3,3.022,3.585,1.000,0.030,BV1Fb411F7Ti,网络游戏,1083704,3927,2506,1118,817,2804,2498,795,-1
主题升华,4,31,5.6,2.315,2.380,6.000,0.079,BV1pz4y1Q7p2,人力VOCALOID,8236456,714805,19485,4107,623584,43208,306750,242,-1
举报,2,21,9.3,3.726,3.154,2.000,0.031,BV1oE411M74u,鬼畜剧场,5196024,379506,96416,5672,282652,97216,188102,651,1
举报,2,51,7.2,4.050,3.718,2.000,0.510,BV1vE41147bi,人力VOCALOID,2050540,218129,37575,9352,86092,9363,45110,98,1
举报,2,53,7.4,4.787,4.366,2.000,0.217,BV1cE411477E,人力VOCALOID,1414859,134956,31453,9373,38864,8994,19883,221,1
么么哒,3,140,5.1,5.204,5.622,3.000,0.155,BV1zx411V7r2,单机游戏,4250731,138293,33322,2478,102181,13336,38768,884,1
之前,2,23,5.8,2.695,4.110,1.000,0.041,BV1Jt411r7yv,鬼畜调教,1735236,57209,10468,2474,70747,50549,42020,556,0
乌仁吉,3,18,8.2,3.530,2.614,1.000,0.133,BV1ix411z7G1,鬼畜调教,7818623,170800,41315,8247,175609,129873,224392,135,1
乌拉,2,62,6.1,3.027,3.103,13.000,0.444,BV1E7411h761,鬼畜调教,3180088,243471,12048,2508,125463,31706,111597,81,1
乌鸦坐飞机,5,26,5.4,3.377,3.661,1.000,0.245,BV1pW411m7mB,鬼畜调教,1220606,40280,3330,895,23711,8199,29662,106,1
乐器,2,23,6.6,3.762,4.350,1.000,0.107,BV1e741157jr,人力VOCALOID,1684376,143509,6931,2766,107251,7457,34771,214,0
乔碧萝,3,33,8.6,4.184,4.537,1.000,0.051,BV1oE411M74u,鬼畜剧场,5196024,379506,96416,5672,282652,97216,188102,651,1
乔碧萝,3,73,7.0,5.287,3.081,1.000,0.304,BV1U441127NE,鬼畜调教,3416379,226168,18975,2862,135633,18993,111063,240,1
乔辫子,3,17,6.0,3.220,3.852,1.000,0.019,BV1zx411V7r2,单机游戏,4250731,138293,33322,2478,102181,13336,38768,884,-1
九年,2,24,6.6,4.054,2.801,1.000,0.130,BV1Ua4y1v7up,人力VOCALOID,3008250,164276,9709,6745,38989,32884,28114,184,-1
也是司马脸,5,30,5.6,3.444,4.253,1.000,0.054,BV1Jt411r7yv,鬼畜调教,1735236,57209,10468,2474,70747,50549,42020,556,-1
二两,2,30,6.2,2.320,2.863,1.000,0.192,BV17y4y1k7cf,鬼畜剧场,9080936,524329,20484,7778,411321,296994,258458,156,-1
二倍新世界,5,38,5.1,4.596,4.840,1.000,0.158,BV1U441127NE,鬼畜调教,3416379,226168,18975,2862,135633,18993,111063,240,-1
二倍速,3,29,6.0,4.530,3.522,1.000,0.354,BV16E411g7Wp,鬼畜调教,14094497,935818,26819,6148,287875,80501,367484,82,1
二倍速,3,66,5.0,4.991,4.307,2.000,0.271,BV1U441127NE,鬼畜调教,3416379,226168,18975,2862,135633,18993,111063,240,1
二倍,2,25,5.3,4.294,2.720,1.000,0.253,BV18J411D7Jf,音MAD,4341290,184409,7085,2693,18457,10334,90286,99,1
二倍,2,289,5.0,6.094,4.941,2.000,1.200,BV1U441127NE,鬼畜调教,3416379,226168,18975,2862,135633,18993,111063,240,1
二倍,2,58,5.8,4.982,2.748,2.000,0.671,BV16E411g7Wp,鬼畜调教,14094497,935818,26819,6148,287875,80501,367484,82,1
二凤,2,36,6.2,4.385,4.551,2.000,0.125,BV1T4411f7yB,人力VOCALOID,3456514,142890,19232,6682,122239,10919,111403,264,-1
二级头,3,33,5.9,4.499,3.968,1.000,0.094,BV1wb411A7rc,搞笑,2671992,75930,12355,4291,34050,13658,10306,352,-1
二营长,3,33,7.0,4.003,3.654,1.000,0.051,BV1oE411M74u,鬼畜剧场,5196024,379506,96416,5672,282652,97216,188102,651,1
亮剑,2,36,7.0,4.150,3.179,1.000,0.444,BV1E7411h761,鬼畜调教,3180088,243471,12048,2508,125463,31706,111597,81,1
人才,2,15,5.9,3.457,3.640,1.000,0.167,BV16k4y197aT,鬼畜调教,1531537,105585,3296,1876,68133,11761,49720,90,0
人才,2,19,5.5,3.682,4.037,2.000,0.150,BV1W4411H7EV,鬼畜调教,1479114,102072,3644,1331,59958,7672,49512,120,0
人才,2,29,5.1,4.306,4.044,2.000,0.200,BV1ix411z7G1,鬼畜调教,7818623,170800,41315,8247,175609,129873,224392,135,0
人才,2,31,5.1,4.168,4.012,1.000,0.287,BV1Nt411t7JY,鬼畜调教,1146094,64542,2472,3469,48042,8828,24345,108,0
人才,2,34,5.5,4.053,4.511,2.000,0.282,BV1fK4y1h7q2,鬼畜调教,7379420,426793,14456,2250,125217,44095,122143,117,0
人才,2,41,6.0,3.688,4.851,2.000,0.488,BV16E411g7Wp,鬼畜调教,14094497,935818,26819,6148,287875,80501,367484,82,0
人设,2,19,5.4,3.932,3.176,2.000,0.081,BV1cE411477E,人力VOCALOID,1414859,134956,31453,9373,38864,8994,19883,221,-1
亿万填词,4,26,5.8,3.427,3.654,1.000,0.118,BV1cE411477E,人力VOCALOID,1414859,134956,31453,9373,38864,8994,19883,221,1
亿遍,2,20,5.3,2.490,3.341,1.000,0.185,BV1Nt411t7JY,鬼畜调教,1146094,64542,2472,3469,48042,8828,24345,108,-1
什么时候,4,21,7.4,3.010,2.331,1.000,0.096,BV1KJ411w7dT,鬼畜调教,1358196,94423,23267,4401,63517,11021,37413,218,-1
什么油,3,26,5.0,2.790,2.290,2.000,0.156,BV1pi4y1x7s7,鬼畜调教,4688283,167430,5219,2744,77194,68915,81373,96,-1
什么游戏,4,33,6.3,2.984,4.002,1.000,0.037,BV1zx411V7r2,单机游戏,4250731,138293,33322,2478,102181,13336,38768,884,-1
什么游戏,4,40,5.4,3.184,3.737,1.000,0.070,BV1T4411w71C,单机游戏,4489926,212707,36335,6641,120270,13488,57687,568,-1
什么,2,120,5.2,3.497,5.191,2.000,0.212,BV1Jt411r7yv,鬼畜调教,1735236,57209,10468,2474,70747,50549,42020,556,0
什么,2,138,5.2,4.437,4.356,3.000,1.092,BV1FW411R7cH,人力VOCALOID,1822255,35136,5801,1130,16862,14170,23685,120,0
什么,2,141,5.9,4.248,5.277,3.000,0.615,BV1cE411477E,人力VOCALOID,1414859,134956,31453,9373,38864,8994,19883,221,0
什么,2,16,6.9,3.156,3.453,1.000,0.107,BV1P4411N7N5,鬼畜调教,1262533,79509,3360,1099,61718,5663,47978,149,0
什么,2,17,6.3,2.699,3.735,1.000,0.163,BV1LK411L7K9,鬼畜调教,2027847,186573,2167,3686,49223,14434,52434,104,0
什么,2,17,7.6,3.146,3.690,1.000,0.152,BV1rE41177qz,搞笑,1358971,241235,33501,6113,160261,24746,64915,112,0
什么,2,18,5.7,3.350,4.059,1.000,0.290,BV15K4y1v7Rf,鬼畜调教,1572372,65723,3664,2597,16047,15627,11931,62,0
什么,2,18,6.3,3.059,3.795,1.000,0.130,BV13r4y1w7Lm,鬼畜剧场,4505498,288812,10366,2708,109452,105496,93799,138,0
什么,2,18,6.7,3.081,3.906,2.000,0.079,BV1e741157jr,人力VOCALOID,1684376,143509,6931,2766,107251,7457,34771,214,0
什么,2,18,7.1,2.552,4.170,1.000,0.074,BV1pz4y1Q7p2,人力VOCALOID,8236456,714805,19485,4107,623584,43208,306750,242,0
什么,2,190,6.2,2.716,4.071,2.000,1.385,BV1ix411z7G1,鬼畜调教,7818623,170800,41315,8247,175609,129873,224392,135,0
什么,2,20,6.4,3.646,3.784,2.000,0.150,BV1R4411c7zr,鬼畜剧场,1401039,45846,4503,420,6436,4690,18364,127,0
什么,2,20,6.7,2.446,3.322,1.000,0.235,BV1Dx41197qc,鬼畜调教,1551867,56373,3275,1761,9184,11737,22094,85,0
什么,2,21,5.4,3.332,3.649,1.000,0.198,BV14t411d7Kw,人力VOCALOID,1213873,31351,2879,807,22438,12495,23637,106,0
什么,2,21,5.9,2.548,3.649,1.000,0.103,BV1rt411C749,鬼畜调教,1158836,34527,2133,2911,27488,4974,11405,204,0
什么,2,210,6.8,3.580,5.565,2.000,0.316,BV1oE411M74u,鬼畜剧场,5196024,379506,96416,5672,282652,97216,188102,651,0
什么,2,24,6.2,3.003,3.970,1.000,0.205,BV1NW411R7BD,人力VOCALOID,1835102,47969,4886,1332,53269,18949,41687,117,0
什么,2,26,5.9,3.266,3.624,3.000,0.226,BV1pW411m7mB,鬼畜调教,1220606,40280,3330,895,23711,8199,29662,106,0
什么,2,26,6.1,2.960,3.240,2.000,0.099,BV1Xg4y1q78q,人力VOCALOID,1367143,128463,9442,2825,67193,4041,15859,252,0
什么,2,27,6.9,3.806,3.825,2.000,0.321,BV1E7411h761,鬼畜调教,3180088,243471,12048,2508,125463,31706,111597,81,0
什么,2,29,5.7,4.044,4.042,1.000,0.227,BV1Qg4y1z7uc,人力VOCALOID,1309760,87320,3287,1518,32143,13065,19206,128,0
什么,2,29,5.9,3.529,4.582,2.000,0.289,BV1nW411p7u1,搞笑,2526029,42293,4615,1743,58254,25807,34824,97,0
什么,2,30,6.0,3.076,3.736,1.000,0.250,BV1W4411H7EV,鬼畜调教,1479114,102072,3644,1331,59958,7672,49512,120,0
什么,2,31,5.9,3.122,4.518,1.000,0.168,BV1Ua4y1v7up,人力VOCALOID,3008250,164276,9709,6745,38989,32884,28114,184,0
什么,2,31,7.6,2.819,4.285,1.000,0.143,BV1Jt411F7vW,搞笑,1447252,119401,10251,1634,83261,16011,44088,217,0
